date,y3,label_up,p_lgbm_last_seed
2022-07-31,-0.06254041632688367,0.0,9.513472467849302e-06
2022-08-31,0.031633402635113717,0.0,0.0024174693140386777
2022-09-30,0.07080501406034023,0.0,0.0013158640241721796
2022-10-31,0.05284637787892943,0.0,0.000568676425901995
2022-11-30,-0.026950303345515514,0.0,1.8250244723868706e-05
2022-12-31,0.07027218611635666,0.0,0.00016997559633378384
2023-01-31,0.022783663000425225,0.0,4.595615158994783e-05
2023-02-28,0.052814170985701736,0.0,0.00016632774031151966
2023-03-31,0.08299929169508014,0.0,8.650559020107987e-06
2023-04-30,0.10060726575825663,1.0,4.3682186327010535e-05
2023-05-31,0.07843143668463637,0.0,0.0002561780196480488
2023-06-30,-0.03647555543559844,0.0,2.4275134315901174e-06
2023-07-31,-0.08611104904242173,0.0,1.284702572340467e-06
2023-08-31,0.013341655393900087,0.0,1.544191403186814e-06
2023-09-30,0.11235416923349173,1.0,0.007260075538715358
2023-10-31,0.1554318584610701,1.0,2.3450501488261942e-05
2023-11-30,0.11569469710590918,1.0,7.5065408105788814e-06
2023-12-31,0.1015801426036782,1.0,0.000703163598905891
2024-01-31,0.039218689524099126,0.0,0.00430406096501467
2024-02-29,0.03556321493938852,0.0,1.7250005829103706e-05
2024-03-31,0.03923032896198664,0.0,8.522032057505942e-05
2024-04-30,0.0966322130518944,0.0,3.557779307705206e-05
2024-05-31,0.07027748942020717,0.0,2.0293405070514363e-05
2024-06-30,0.05530649339988525,0.0,5.5015070305192794e-05
2024-07-31,0.03316560076465547,0.0,0.0001274897335955169
2024-08-31,0.0679803107264807,0.0,5.8707185009051765e-05
2024-09-30,0.020676844474530887,0.0,0.00016795477166241493
2024-10-31,0.05872973707123852,0.0,0.04168281564734038
2024-11-30,-0.012910308091570344,0.0,9.785585241724671e-05
2024-12-31,-0.045868201592318636,0.0,0.004767797034796149
2025-01-31,-0.07805105567413462,0.0,5.475462292244574e-05
2025-02-28,-0.0071895303709377245,0.0,0.0015869596876435404
2025-03-31,0.10568708845304942,1.0,0.0013764370669473584
2025-04-30,0.13832317662588056,1.0,0.0009077947622495073
2025-05-31,0.09279407913065518,0.0,0.00025168261899798235
2025-06-30,0.07792323071187002,0.0,0.00011253965855897825
2025-07-31,0.07899972202262462,0.0,0.0002867362813099036
2025-08-31,0.06018799432709554,0.0,9.910806252326365e-06
2025-09-30,0.023479252321111144,0.0,6.0451351593952975e-05
2025-10-31,0.014448347566125008,0.0,1.2261014929676268e-06
2025-11-30,0.004349488726547168,0.0,4.035623946695001e-06
