epoch,train_nll_win,train_nll_step,val_nll_win,val_nll_step,z_mean,z_std,ks_p,logdet_mean,logdet_std,lr,elapsed_sec
1,27.118102982508915,0.2607509902164319,0.5038303799099393,0.004844522883749416,1.100342869758606,0.5042032599449158,0.0,-171.24449157714844,5.130127906799316,5e-05,2.3883776664733887
2,-26.647333113383592,-0.2562243568594576,-55.736599392361114,-0.5359288403111646,0.4582628607749939,0.4227898418903351,0.0,-171.5215301513672,6.2496337890625,0.0,4.911290168762207
