month,date,n_alive,mean_lam,median_lam,mean_pp
0,2006-01-31,200,1.8906513729778618,1.0737502468396802,0.9964402789179313
1,2006-02-28,200,1.8906513729778618,1.0737502468396802,1.0137939464544754
2,2006-03-31,200,1.8906513729778618,1.0737502468396802,1.0183823489720765
3,2006-04-30,200,1.8906513729778618,1.0737502468396802,0.9610735138209477
4,2006-05-31,200,1.8906513729778618,1.0737502468396802,0.9606929421672781
5,2006-06-30,200,1.8906513729778618,1.0737502468396802,0.9612850723635248
6,2006-07-31,200,1.8906513729778618,1.0737502468396802,0.9851264256500866
7,2006-08-31,200,1.8906513729778618,1.0737502468396802,1.014383765409144
8,2006-09-30,200,1.8906513729778618,1.0737502468396802,1.0530070573804498
9,2006-10-31,200,1.8906513729778618,1.0737502468396802,1.069902205650771
10,2006-11-30,200,1.8906513729778618,1.0737502468396802,1.0865239092496914
11,2006-12-31,200,1.8906513729778618,1.0737502468396802,1.0999980781777379
12,2007-01-31,300,2.0598661953078654,1.159048754856519,1.0263341651217168
13,2007-02-28,300,2.0598661953078654,1.159048754856519,1.0415665872373792
14,2007-03-31,300,2.0598661953078654,1.159048754856519,1.0890196902817357
15,2007-04-30,300,2.0598661953078654,1.159048754856519,1.1153395268806896
16,2007-05-31,300,2.0598661953078654,1.159048754856519,1.0826388603793202
17,2007-06-30,300,2.0598661953078654,1.159048754856519,1.0211858195774688
18,2007-07-31,300,2.0598661953078654,1.159048754856519,1.0427702632178242
19,2007-08-31,300,2.0598661953078654,1.159048754856519,1.1081539515304162
20,2007-09-30,300,2.0598661953078654,1.159048754856519,1.123207327257118
21,2007-10-31,300,2.0598661953078654,1.159048754856519,1.0346540743881127
22,2007-11-30,300,2.0598661953078654,1.159048754856519,1.0142073444254194
23,2007-12-31,300,2.0598661953078654,1.159048754856519,0.9117214967444509
24,2008-01-31,300,2.059866195307865,1.159048754856519,0.8521537262399536
25,2008-02-29,300,2.059866195307865,1.159048754856519,0.8380233084493534
26,2008-03-31,300,2.059866195307865,1.159048754856519,0.8766810671723436
27,2008-04-30,300,2.059866195307865,1.159048754856519,0.8782554623617508
28,2008-05-31,300,2.059866195307865,1.159048754856519,0.7613566594067793
29,2008-06-30,300,2.059866195307865,1.159048754856519,0.7450952638986088
30,2008-07-31,300,2.059866195307865,1.159048754856519,0.7593794839691402
31,2008-08-31,300,2.059866195307865,1.159048754856519,0.6550896245531547
32,2008-09-30,53,5.922032826636326,5.618642096681187,0.5942866838699252
33,2008-10-31,39,6.935557437522416,6.638118553376387,0.5549748543334565
34,2008-11-30,39,6.935557437522416,6.638118553376387,0.5568408255005207
35,2008-12-31,20,6.7443929395832765,6.2221471878222765,0.5097906107356744
36,2009-01-31,20,4.2602882013161745,1.9331787714493627,0.8675786527881778
37,2009-02-28,20,4.2602882013161745,1.9331787714493627,0.9516636949531592
38,2009-03-31,20,4.2602882013161745,1.9331787714493627,1.0283991284133847
39,2009-04-30,20,4.2602882013161745,1.9331787714493627,1.0924336465618008
40,2009-05-31,20,4.2602882013161745,1.9331787714493627,1.0927005451571148
41,2009-06-30,20,4.2602882013161745,1.9331787714493627,1.1938217532304884
42,2009-07-31,20,4.2602882013161745,1.9331787714493627,1.2545598574781973
43,2009-08-31,20,4.2602882013161745,1.9331787714493627,1.320141152737193
44,2009-09-30,20,4.2602882013161745,1.9331787714493627,1.2775544948232833
45,2009-10-31,20,4.2602882013161745,1.9331787714493627,1.3895294312656759
46,2009-11-30,20,4.2602882013161745,1.9331787714493627,1.4109849743608494
47,2009-12-31,20,4.2602882013161745,1.9331787714493627,1.3238119551379977
48,2010-01-31,40,3.6805112680566507,1.943165597805546,1.212008413550467
49,2010-02-28,40,3.6805112680566507,1.943165597805546,1.3218978792146858
50,2010-03-31,40,3.6805112680566507,1.943165597805546,1.337890816492164
51,2010-04-30,40,3.6805112680566507,1.943165597805546,1.1684906827760884
52,2010-05-31,40,3.6805112680566507,1.943165597805546,1.0713441761850704
53,2010-06-30,40,3.6805112680566507,1.943165597805546,1.1791732621146163
54,2010-07-31,40,3.6805112680566507,1.943165597805546,1.095679031067781
55,2010-08-31,40,3.6805112680566507,1.943165597805546,1.2136698698163655
56,2010-09-30,40,3.6805112680566507,1.943165597805546,1.265067722554048
57,2010-10-31,40,3.6805112680566507,1.943165597805546,1.25610479045752
58,2010-11-30,40,3.6805112680566507,1.943165597805546,1.3644630426266746
59,2010-12-31,40,3.6805112680566507,1.943165597805546,1.3969447240664927
60,2011-01-31,70,3.37302968848501,1.82873691033832,1.2757931405886103
61,2011-02-28,70,3.37302968848501,1.82873691033832,1.2737805854485083
62,2011-03-31,70,3.37302968848501,1.82873691033832,1.305281990190664
63,2011-04-30,70,3.37302968848501,1.82873691033832,1.2711483442977722
64,2011-05-31,70,3.37302968848501,1.82873691033832,1.2360049581065933
65,2011-06-30,70,3.37302968848501,1.82873691033832,1.1926455541476866
66,2011-07-31,70,3.37302968848501,1.82873691033832,1.0826315659787922
67,2011-08-31,70,3.37302968848501,1.82873691033832,0.9539654567457293
68,2011-09-30,70,3.37302968848501,1.82873691033832,1.0864452712381254
69,2011-10-31,70,3.37302968848501,1.82873691033832,1.067923500133629
70,2011-11-30,70,3.37302968848501,1.82873691033832,1.0742777491746107
71,2011-12-31,70,3.37302968848501,1.82873691033832,1.1322222325539844
72,2012-01-31,115,3.4895133819171056,1.9155566548410623,1.1305270653801052
73,2012-02-29,115,3.4895133819171056,1.9155566548410623,1.182702335084769
74,2012-03-31,115,3.4895133819171056,1.9155566548410623,1.1567352390308745
75,2012-04-30,115,3.4895133819171056,1.9155566548410623,1.0454214193960492
76,2012-05-31,115,3.4895133819171056,1.9155566548410623,1.1065298881703998
77,2012-06-30,115,3.4895133819171056,1.9155566548410623,1.1163824913345903
78,2012-07-31,115,3.4895133819171056,1.9155566548410623,1.1420578254789653
79,2012-08-31,115,3.4895133819171056,1.9155566548410623,1.1738285130686401
80,2012-09-30,115,3.4895133819171056,1.9155566548410623,1.13186325701187
81,2012-10-31,115,3.4895133819171056,1.9155566548410623,1.1279756023770717
82,2012-11-30,115,3.4895133819171056,1.9155566548410623,1.1315992979220464
83,2012-12-31,115,3.4895133819171056,1.9155566548410623,1.1843646238644667
84,2013-01-31,182,3.599296159055749,2.1057852678529585,1.1300206176808256
85,2013-02-28,182,3.599296159055749,2.1057852678529585,1.188940046498067
86,2013-03-31,182,3.599296159055749,2.1057852678529585,1.204851963541803
87,2013-04-30,182,3.599296159055749,2.1057852678529585,1.2252311980561592
88,2013-05-31,182,3.599296159055749,2.1057852678529585,1.1987488317752246
89,2013-06-30,182,3.599296159055749,2.1057852678529585,1.2724122439865568
90,2013-07-31,182,3.599296159055749,2.1057852678529585,1.2131804507972732
91,2013-08-31,182,3.599296159055749,2.1057852678529585,1.2587014210313179
92,2013-09-30,182,3.599296159055749,2.1057852678529585,1.3221411362377165
93,2013-10-31,182,3.599296159055749,2.1057852678529585,1.354840299644023
94,2013-11-30,182,3.599296159055749,2.1057852678529585,1.4007464864365242
95,2013-12-31,182,3.599296159055749,2.1057852678529585,1.3192144018900365
96,2014-01-31,283,3.553436074810682,1.8499928449068572,1.2757498505377096
97,2014-02-28,283,3.553436074810682,1.8499928449068572,1.2878020236655177
98,2014-03-31,283,3.553436074810682,1.8499928449068572,1.2858371608867893
99,2014-04-30,283,3.553436074810682,1.8499928449068572,1.310190657449951
100,2014-05-31,283,3.553436074810682,1.8499928449068572,1.3468203177239029
101,2014-06-30,283,3.553436074810682,1.8499928449068572,1.3072952377999467
