month,date,n_alive,mean_lam,median_lam,mean_pp
102,2014-07-31,283,3.553436074810682,1.8499928449068572,1.3713780008219325
103,2014-08-31,283,3.553436074810682,1.8499928449068572,1.3396180137972087
104,2014-09-30,283,3.553436074810682,1.8499928449068572,1.3745495826255363
105,2014-10-31,283,3.553436074810682,1.8499928449068572,1.4190021814309437
106,2014-11-30,283,3.553436074810682,1.8499928449068572,1.402726356721341
107,2014-12-31,283,3.553436074810682,1.8499928449068572,1.3295003306692712
108,2015-01-31,300,3.4214157139994494,1.7618799452833798,1.4145585385655948
109,2015-02-28,300,3.4214157139994494,1.7618799452833798,1.3762049501806806
110,2015-03-31,300,3.4214157139994494,1.7618799452833798,1.3778199548927696
111,2015-04-30,300,3.4214157139994494,1.7618799452833798,1.384354399949469
112,2015-05-31,300,3.4214157139994494,1.7618799452833798,1.3410025576962177
113,2015-06-30,300,3.4214157139994494,1.7618799452833798,1.3703980895529977
114,2015-07-31,300,3.4214157139994494,1.7618799452833798,1.2427315863162767
115,2015-08-31,300,3.4214157139994494,1.7618799452833798,1.1878312539572944
116,2015-09-30,300,3.4214157139994494,1.7618799452833798,1.3162572349550403
117,2015-10-31,300,3.4214157139994494,1.7618799452833798,1.3171524278240314
118,2015-11-30,300,3.4214157139994494,1.7618799452833798,1.269522180729258
119,2015-12-31,300,3.4214157139994494,1.7618799452833798,1.1717396314397548
