epoch,train_step,val_step,nll_window,nll_step_channel,z_mean,z_std,ks_stat,ks_p,logdet_mean,logdet_std,elapsed_s
18,-2.2842191131638434,-2.4462973581979286,-127.2074626262923,-2.4462973581979286,-0.17782579362392426,0.8238839507102966,0.17276520185413968,5.586633117856298e-181,-381.1966857910156,5.90010929107666,29.36265230178833
19,-2.349373405561481,-2.6015703720878216,-135.28165934856673,-2.6015703720878216,-0.41149789094924927,0.8718314170837402,0.24222323998086853,0.0,-407.870849609375,9.30022144317627,30.994739532470703
20,-2.3775121858881496,-2.689722196844839,-139.86555423593163,-2.689722196844839,0.11696070432662964,0.7406209707260132,0.191506360092481,1.2878119073625409e-222,-400.407958984375,6.968203067779541,32.68352031707764
21,-2.409251499418938,-2.6865406201849646,-139.70011224961817,-2.6865406201849646,-0.15139423310756683,0.8488484025001526,0.13592206468004048,6.663748758823458e-112,-408.36724853515625,8.204888343811035,34.352423429489136
22,-2.4724059903129776,-2.788592398683759,-145.00680473155546,-2.788592398683759,-0.07424990087747574,0.812012255191803,0.11776848167438747,4.954066166120125e-84,-414.3067932128906,7.963700294494629,35.886154651641846
23,-2.509993236695269,-2.824400178678743,-146.86880929129464,-2.824400178678743,0.07100594788789749,0.8080366253852844,0.15893591937799537,4.481660079291195e-153,-416.9178161621094,8.007704734802246,37.63532018661499
24,-2.5494760988442433,-2.7968899940327456,-145.43827968970277,-2.7968899940327456,0.10340321063995361,0.919842541217804,0.11824647240205105,1.0301876889365123e-84,-423.0411071777344,9.063502311706543,39.27425146102905
25,-2.565253478413143,-2.8552540855782786,-148.4732124500705,-2.8552540855782786,0.008992401883006096,0.8052684664726257,0.1334926545286992,6.141663520806304e-108,-417.4615173339844,9.163751602172852,40.924545764923096
26,-2.6065752679452685,-2.801093530075753,-145.65686356393914,-2.801093530075753,-0.05399205908179283,0.8456787467002869,0.09921304494947103,1.0333388107555032e-59,-415.0321960449219,9.75411319732666,42.869452238082886
27,-2.6303057988808582,-2.8451706647459245,-147.94887456678808,-2.8451706647459245,-0.03879406675696373,0.8125908374786377,0.11430020442255417,3.631711343966171e-79,-416.4500732421875,9.526597023010254,44.57093000411987
28,-2.6487875551213067,-2.870548263735134,-149.26850971422698,-2.870548263735134,0.082173652946949,0.8287004828453064,0.16306087746165954,3.7821637227208244e-161,-420.51885986328125,9.325511932373047,46.234869718551636
29,-2.659681276466187,-2.855532918106,-148.487711741512,-2.855532918106,0.0035479774232953787,0.8427231311798096,0.1122832007774833,2.0981089348545184e-76,-419.5116882324219,9.32660961151123,48.024500370025635
30,-2.6671230632919958,-2.867029308100668,-149.08552402123473,-2.867029308100668,0.015571574680507183,0.8337966799736023,0.12127865006768554,4.1795672672629415e-89,-419.9405212402344,9.448466300964355,49.837727785110474
