month,date,n_alive,mean_lam,median_lam,std_lam,mean_pp,min_pp,max_pp,mean_alpha,mean_beta
0,2006-01-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.9963731541374952,0.9961758963654442,0.9965139152062835,1.6081412744248131,1.6418587255751869
1,2006-02-28,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,1.0093832532406588,0.9962565872607798,1.0180087135727753,1.6081412744248131,1.6418587255751869
2,2006-03-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,1.010725743165683,0.9841689031773315,1.0293110008771214,1.6081412744248131,1.6418587255751869
3,2006-04-30,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.96045352373104,0.9462737284610648,0.988938033264024,1.6081412744248131,1.6418587255751869
4,2006-05-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.9601646520310542,0.9459519790747837,0.988526692727924,1.6081412744248131,1.6418587255751869
5,2006-06-30,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.9584048749547971,0.9406115410155101,0.9824383441778489,1.6081412744248131,1.6418587255751869
6,2006-07-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.9669505592396839,0.9376154823235421,0.9919410221528673,1.6081412744248131,1.6418587255751869
7,2006-08-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.9758932055605447,0.9369175107060869,1.0347967187831422,1.6081412744248131,1.6418587255751869
8,2006-09-30,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.9889645695217698,0.9322238699361126,1.0852689694474718,1.6081412744248131,1.6418587255751869
9,2006-10-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.9966554064765373,0.9329545621709565,1.1069317418086433,1.6081412744248131,1.6418587255751869
10,2006-11-30,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,1.0071329460762988,0.9445877670639802,1.1277315142683364,1.6081412744248131,1.6418587255751869
