epoch,train_step,train_sp_return,train_margin_chg,val_step,val_sp_return,val_margin_chg,nll_window,nll_step_channel,z_mean,z_std,ks_stat,ks_p,logdet_mean,logdet_std,elapsed_s
1,0.25320404841314337,0.0671570384804542,0.43925107707443,0.49001553579477164,0.15819224196213943,0.8218388671875,50.96161572265625,0.49001553579477164,0.3411414921283722,0.4330826997756958,0.3707271052097103,0.0,-109.60641479492188,43.09452819824219,6.151544570922852
2,-0.9225120113829357,-1.03542341055638,-0.809600635022961,0.40042855600210336,-0.10655910550631009,0.907416259765625,41.64456982421875,0.40042855600210336,0.2589266896247864,0.5656350255012512,0.3186150506889719,0.0,-164.2435302734375,105.58964538574219,13.150312423706055
3,-1.3057979296575688,-1.3294174514865185,-1.2821784306420885,0.35131240844726563,-0.08594495743971604,0.7885697209284855,36.536490478515624,0.35131240844726563,0.1084505245089531,0.31902506947517395,0.3313828038927389,0.0,-146.5869598388672,96.93511199951172,19.712214708328247
4,-1.3101557950994185,-1.358953954607255,-1.261357659545725,0.0010731940636268028,0.13357370229867788,-0.13142730771578276,0.1116121826171875,0.0010731940636268028,0.24784964323043823,0.2689034640789032,0.38162580817498815,0.0,-216.17062377929688,39.23807144165039,26.314138889312744
5,-1.4514017858486874,-1.5221895020291136,-1.3806141329921227,0.0720004413311298,-0.18749019211989182,0.3314910982572115,7.4880458984375,0.0720004413311298,-0.05707009509205818,0.4100997745990753,0.2994677401458814,0.0,-193.87672424316406,108.28812408447266,35.01718473434448
6,-1.7477476079073457,-1.7876710334932393,-1.7078241458199008,-0.3722246798001803,-0.28644215627817005,-0.45800723501352164,-38.71136669921875,-0.3722246798001803,-0.07969578355550766,0.7230520248413086,0.1526244243724788,7.112577513693868e-265,-329.93865966796875,115.950439453125,44.364060163497925
7,-1.7893654902508738,-1.8418947516281152,-1.736836233436326,-1.3096794621394232,-0.9758937143179086,-1.6434652569110577,-136.2066640625,-1.3096794621394232,0.12622889876365662,0.4088928997516632,0.24302765901885162,0.0,-470.4267272949219,59.448509216308594,54.02718758583069
8,-1.8617960703233045,-1.8462386575079894,-1.877353505952089,-0.9631931903545673,-0.8950696880634015,-1.031316641000601,-100.172091796875,-0.9631931903545673,-0.18930044770240784,0.3660479485988617,0.35523287756759214,0.0,-420.0001220703125,75.50221252441406,60.15608811378479
9,-1.9334987777771022,-1.9041586480565436,-1.9628388803588632,-1.5401720628004807,-1.5776277043269231,-1.5027164588341346,-160.17789453125,-1.5401720628004807,-0.03000439889729023,0.49317947030067444,0.19424939033626532,0.0,-516.1489868164062,39.695037841796875,67.08018445968628
10,-1.8834408171697163,-1.820365842454341,-1.946515746258153,-0.4706474984975962,-0.6332532771183894,-0.30804168935922477,-48.94733984375,-0.4706474984975962,0.10182463377714157,0.2443416267633438,0.316052522650093,0.0,-298.1156921386719,80.0082778930664,75.4505250453949
11,-2.0391879832075346,-1.9822146876328657,-2.0961612559687337,-1.1466123610276442,-1.2098649338942307,-1.0833598069411057,-119.247685546875,-1.1466123610276442,0.018439576029777527,0.36027291417121887,0.2563275289334574,0.0,-432.5954895019531,92.74885559082031,82.98538732528687
12,-2.1466816658840733,-2.1052885692180374,-2.1880747579874154,-1.450582294170673,-1.4134056678185096,-1.4877589017427884,-150.86055859375,-1.450582294170673,0.22366420924663544,0.35740381479263306,0.32415920471666576,0.0,-497.7604064941406,103.27236938476562,90.68464803695679
13,-2.2023434342853188,-2.156047815956397,-2.2486390571373738,-0.8482552490234375,-1.0930924166165865,-0.603417975792518,-88.2185458984375,-0.8482552490234375,0.42068982124328613,0.3379335403442383,0.43579201065534057,0.0,-405.7139892578125,73.66942596435547,99.1483633518219
14,-2.186874920061603,-2.090377051350674,-2.283372738582899,-1.84717138671875,-1.975635779747596,-1.7187071063701924,-192.10582421875,-1.84717138671875,0.057895638048648834,0.5255714058876038,0.17758007875565135,0.0,-610.0591430664062,37.082740783691406,108.17238235473633
