month,date,n_alive,mean_lam,median_lam,std_lam,mean_pp,min_pp,max_pp,mean_alpha,mean_beta
0,2001-01-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.8316291544662624,0.8058353731877519,0.988500723769293,1.6081412744248131,1.6418587255751869
1,2001-02-28,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.7299291467838368,0.7018533494296013,0.9430917826330143,1.6081412744248131,1.6418587255751869
2,2001-03-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.8165463060990082,0.7666531722579318,1.001295766645046,1.6081412744248131,1.6418587255751869
3,2001-04-30,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.8033674510664891,0.7486025747053402,0.9790381918568587,1.6081412744248131,1.6418587255751869
4,2001-05-31,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.7764738480838892,0.7370393087741023,0.9787929989071845,1.6081412744248131,1.6418587255751869
5,2001-06-30,200,1.8906513729778618,1.0737502468396802,2.1564234902433084,0.7563790307386401,0.7190484726667831,0.9676040119943249,1.6081412744248131,1.6418587255751869
6,2001-07-31,69,3.2060502505569497,2.407051446685973,2.9099212289335328,0.7960160054023214,0.7035940687199953,0.9588969573361164,1.283428747405826,1.966571252594174
7,2001-08-31,60,3.3920235056724564,2.6591620589052227,3.006312590973552,0.7951756449341748,0.70325294604011,0.9513790472257171,1.2457247575593478,2.0042752424406522
8,2001-09-30,60,3.3920235056724564,2.6591620589052227,3.006312590973552,0.7950929169465103,0.7026184873403768,0.9439002435655998,1.2457247575593478,2.0042752424406522
9,2001-10-31,60,3.3920235056724564,2.6591620589052227,3.006312590973552,0.8213891773438932,0.7026510305550081,1.0401813463360445,1.2457247575593478,2.0042752424406522
10,2001-11-30,60,3.3920235056724564,2.6591620589052227,3.006312590973552,0.8185311041410422,0.7001853519263844,1.038529095980602,1.2457247575593478,2.0042752424406522
11,2001-12-31,49,3.745848864982278,3.1129071176097143,3.178597488458437,0.8176246388412836,0.700795729891627,1.0128646668266261,1.2134300614662978,2.036569938533702
12,2002-01-31,79,4.717597821312349,4.531121103536093,3.8014634415036026,0.8960410725129699,0.7002719258265194,0.9999981039597166,1.0529002417228133,2.1970997582771865
