epoch,train_step,train_sp_return,train_margin_chg,val_step,val_sp_return,val_margin_chg,nll_window,nll_step_channel,z_mean,z_std,ks_stat,ks_p,logdet_mean,logdet_std,elapsed_s
1,7876.4875362387575,15348.443409672214,404.5321554505669,0.34265264423076924,0.3945957219050481,0.29070951491135816,35.635875,0.34265264423076924,0.2412828654050827,0.8244240880012512,0.30805191886126404,0.0,-197.2360382080078,23.93906593322754,4.925493001937866
2,0.32504587153858094,-0.3711976514909351,1.02128934989202,0.6263449425330528,0.6979280160757212,0.5547618713378907,65.1398740234375,0.6263449425330528,0.4021601974964142,0.6739389896392822,0.3522746464850169,0.0,-146.3289337158203,153.56582641601562,9.455191373825073
3,-0.881138664657492,-0.9708591086851832,-0.7914182132009845,18.918384615384614,-1.4957589768629809,39.33252764423077,1967.512,18.918384615384614,3.7430570125579834,5.439793109893799,0.5625865392550304,0.0,-789.5841064453125,70.0102310180664,13.84935736656189
4,-0.7789215092843169,-0.8230306379183486,-0.7348124301757284,-0.6555418231670672,-1.6125489783653846,0.30146524752103365,-68.176349609375,-0.6555418231670672,-0.8250229954719543,1.2143696546554565,0.3075662029668492,0.0,-552.5734252929688,15.190637588500977,18.323572635650635
5,-0.2461674950358337,-0.04020624306247591,-0.4521287164685015,-0.6902825082632211,-1.0322047025240384,-0.3483603515625,-71.789380859375,-0.6902825082632211,0.2609449028968811,1.9304770231246948,0.27879485732453735,0.0,-710.4193725585938,10.04443359375,22.99647355079651
6,-0.657180259512266,-0.9738240186804161,-0.34053649415343556,0.3911108961838942,-0.8542738131009615,1.6364956430288462,40.675533203125,0.3911108961838942,-2.0994465351104736,1.1018224954605103,0.7237038427423738,0.0,-675.2815551757812,29.464950561523438,27.74274778366089
7,-0.7401891330948874,-1.4145941168382599,-0.06578412789048976,-1.032405724158654,-0.8379227388822116,-1.2268887094350962,-107.3701953125,-1.032405724158654,-0.600714921951294,0.8992868065834045,0.27942896186962835,0.0,-525.919921875,9.92362117767334,32.63031005859375
8,-0.3143179651128514,-1.3336729301230599,0.7050369611024263,-1.1534693509615386,-1.0632663010817307,-1.2436724008413462,-119.9608125,-1.1534693509615386,-0.19400957226753235,0.2840360999107361,0.3373630069005935,0.0,-448.2753601074219,11.882707595825195,37.63185262680054
9,-1.1222927098045692,-1.1443146884434927,-1.1002707103236882,-1.6918098707932692,-1.9661300330528846,-1.4174896334134615,-175.9482265625,-1.6918098707932692,0.550192654132843,0.329474538564682,0.46692105674081447,0.0,-584.653076171875,16.072601318359375,42.62021493911743
10,-1.0813637650607533,-1.4656644740894502,-0.6970630486032399,-1.0102845928485578,-0.8694163912259616,-1.15115283203125,-105.06959765625,-1.0102845928485578,0.6247397661209106,0.5244758725166321,0.44301818973144014,0.0,-467.3370666503906,14.55160140991211,47.668986320495605
