month,date,agent_id,alpha,beta,lam,pp,birth
27,2008-04-30,34,1.2687641915958894,1.9812358084041106,1.561547702502585,0.6955211883123881,0
28,2008-05-31,134,1.203891962470802,2.046108037529198,1.6995777871378737,0.659813932525711,0
28,2008-05-31,264,1.6578016729879668,1.5921983270120332,0.9604275064714513,0.6956873099883482,11
28,2008-05-31,235,1.7366964299550842,1.5133035700449158,0.8713690797902164,0.6961224632230145,11
28,2008-05-31,224,2.3038116529935717,0.9461883470064283,0.4107055999030787,0.6964523764730551,11
28,2008-05-31,272,1.9805445240936572,1.2694554759063428,0.6409628566604807,0.6919531244813898,11
28,2008-05-31,266,1.4058278838927323,1.8441721161072677,1.3118050489941642,0.6854793903773221,11
28,2008-05-31,228,1.6701589583316148,1.5798410416683852,0.9459225625125818,0.6875476205911254,11
28,2008-05-31,282,1.902764772545213,1.347235227454787,0.7080408713120498,0.69087563317296,11
28,2008-05-31,285,1.5905599360258376,1.6594400639741624,1.043305584648654,0.6901175457725369,11
28,2008-05-31,274,1.558213865048742,1.691786134951258,1.0857213973630877,0.6719927459990196,11
28,2008-05-31,294,1.7412968713897001,1.5087031286102999,0.8664249924289067,0.6838893867450444,11
28,2008-05-31,268,1.3854976872609182,1.8645023127390818,1.3457274810939162,0.6861097552165895,11
28,2008-05-31,258,1.6790421884032476,1.5709578115967524,0.9356273609126627,0.6845445374366752,11
28,2008-05-31,292,1.5612546064004877,1.6887453935995123,1.081659190420554,0.6751458687911789,11
28,2008-05-31,284,1.9350941820541645,1.3149058179458355,0.6795048169438559,0.6813037054830179,11
28,2008-05-31,250,1.7018813705415878,1.5481186294584122,0.9096513166283476,0.6914508919380968,11
28,2008-05-31,281,1.791711917313397,1.458288082686603,0.8139076760025404,0.6858974227074706,11
28,2008-05-31,209,1.6341835589796205,1.6158164410203795,0.9887606763277502,0.6597734709136956,11
28,2008-05-31,244,2.149840225296788,1.100159774703212,0.5117402501626992,0.6608798752135895,11
28,2008-05-31,296,1.6340791634356815,1.6159208365643185,0.9888877312203255,0.6814549145508044,11
28,2008-05-31,147,1.1618147426920185,2.0881852573079813,1.7973478736114914,0.6960439935611241,0
28,2008-05-31,113,1.0913807164142943,2.158619283585706,1.9778792598405062,0.689488155912885,0
28,2008-05-31,277,1.482832403206388,1.767167596793612,1.1917514029045997,0.6071947399250316,11
28,2008-05-31,295,1.1493531988950723,2.1006468011049275,1.827677343330474,0.6049352568375513,11
28,2008-05-31,169,1.1221319552624673,2.1278680447375327,1.8962725682647752,0.6581068958888465,0
28,2008-05-31,289,1.2947439262099065,1.9552560737900935,1.5101488674395245,0.6017379148469836,11
28,2008-05-31,44,1.109008263800613,2.1409917361993873,1.9305462421552464,0.6035677048263317,0
28,2008-05-31,11,1.2696945666395985,1.9803054333604015,1.559670715612749,0.6173276478933523,0
29,2008-06-30,260,3.0,0.25,0.08333333333333333,0.695056924221005,11
29,2008-06-30,207,2.7416175946298824,0.5083824053701176,0.18543155192974645,0.6975094459244817,11
29,2008-06-30,241,1.5235753709916544,1.7264246290083456,1.1331402842805618,0.6871060311349424,11
29,2008-06-30,240,2.3297417909592615,0.9202582090407385,0.39500437885943834,0.697346729582063,11
29,2008-06-30,201,3.0,0.25,0.08333333333333333,0.6900562148682623,11
29,2008-06-30,253,2.7194382849482084,0.5305617150517916,0.19509974467462354,0.6942136491156254,11
29,2008-06-30,267,1.8432503616202627,1.4067496383797373,0.7631896717183713,0.6905677408850566,11
29,2008-06-30,205,2.4796514981685793,0.7703485018314207,0.3106680525067271,0.68710031591628,11
29,2008-06-30,293,1.4536271252674053,1.7963728747325947,1.235786566931419,0.692838221210007,11
29,2008-06-30,275,1.3920073428595727,1.8579926571404273,1.3347577989952195,0.6973474678379875,11
29,2008-06-30,290,1.6336507220585612,1.6163492779414388,0.9894093370856404,0.6898967116936916,11
29,2008-06-30,287,2.8839208257214866,0.36607917427851344,0.12693801127044788,0.6864330419806827,11
29,2008-06-30,245,2.5659645177309263,0.6840354822690737,0.2665802576545228,0.6892212435585239,11
29,2008-06-30,255,1.8766024105492694,1.3733975894507306,0.7318532587031826,0.6868183995035042,11
29,2008-06-30,33,1.1460197348799177,2.1039802651200823,1.8359022982623783,0.6852122662738589,0
29,2008-06-30,127,1.1571183339151596,2.0928816660848404,1.8087014998746804,0.6909686224485904,0
31,2008-08-31,137,2.8860378364139745,0.3639621635860255,0.1261113624339257,0.6821374940309186,0
31,2008-08-31,178,2.979032801153552,0.27096719884644793,0.09095811188836961,0.6745469223194684,0
31,2008-08-31,170,2.8704733364417985,0.3795266635582015,0.1322174495543853,0.6708560217310385,0
31,2008-08-31,101,2.7485968994459196,0.5014031005540804,0.18242147499153355,0.6709506446359566,0
31,2008-08-31,32,2.9106517641940775,0.33934823580592255,0.11658840125791681,0.681595004080933,0
31,2008-08-31,159,2.2492351892889273,1.0007648107110727,0.4449356009886428,0.6939597455731966,0
31,2008-08-31,132,2.7940803255361923,0.45591967446380766,0.1631734314496901,0.6888745971795783,0
31,2008-08-31,117,2.3359287070468278,0.9140712929531722,0.391309585003892,0.6978113727038923,0
31,2008-08-31,182,2.706978259169124,0.5430217408308762,0.20060070264382193,0.691793899949801,0
31,2008-08-31,105,2.3915649859059354,0.8584350140940646,0.35894279233599236,0.6907755397006143,0
31,2008-08-31,174,2.8241198176346494,0.42588018236535063,0.15080103177847742,0.6851100783382379,0
31,2008-08-31,14,2.5125944364947825,0.7374055635052175,0.29348372056969996,0.6902872075444271,0
31,2008-08-31,53,2.4140420381308805,0.8359579618691195,0.3462897284574118,0.6877633740257363,0
31,2008-08-31,8,2.411676839511623,0.8383231604883772,0.3476100722757457,0.6976742748609945,0
31,2008-08-31,31,2.298095928746497,0.951904071253503,0.41421424551790653,0.6937846600812423,0
31,2008-08-31,25,2.390554616952845,0.8594453830471549,0.3595171501007826,0.675475911503116,0
31,2008-08-31,73,2.596858451487457,0.6531415485125431,0.2515121870190613,0.6837356858913745,0
31,2008-08-31,194,2.535559848343492,0.714440151656508,0.28176820678212716,0.6884070854997832,0
31,2008-08-31,191,2.826236163967893,0.4237638360321072,0.14993928725233074,0.6659500964947348,0
31,2008-08-31,167,2.5319217936141363,0.7180782063858637,0.2836099472728416,0.6856394755017423,0
31,2008-08-31,19,2.5259857229796006,0.7240142770203994,0.2866264327758619,0.6771173460699869,0
31,2008-08-31,104,2.915235037706241,0.3347649622937592,0.11483292357694708,0.6901331665136178,0
31,2008-08-31,65,1.9954753800016247,1.2545246199983753,0.6286845894321953,0.6880807716910654,0
31,2008-08-31,40,2.0919884853769037,1.1580115146230963,0.5535458358005555,0.685655655265627,0
31,2008-08-31,139,2.4025218749382873,0.8474781250617127,0.35274522738049224,0.6868969740634792,0
31,2008-08-31,100,2.895218577511165,0.35478142248883504,0.12254046214148641,0.6567855848183262,0
31,2008-08-31,4,2.167762079913251,1.0822379200867491,0.4992420201990331,0.6902199007608504,0
31,2008-08-31,181,2.6996793499159435,0.5503206500840565,0.20384667168017237,0.698379107724098,0
31,2008-08-31,143,2.8290227511812027,0.4209772488187973,0.14880659713430247,0.6638705688371659,0
31,2008-08-31,61,2.088108144923797,1.161891855076203,0.5564327967882166,0.6999687963760057,0
31,2008-08-31,162,2.769032574128422,0.48096742587157815,0.1736951130027667,0.6954886178239341,0
