epoch,train_step,val_step,nll_window,nll_step_channel,z_mean,z_std,ks_stat,ks_p,logdet_mean,logdet_std,elapsed_s
1,96.3679836700398,1.4441119552752293,150.18764334862385,1.4441119552752293,-0.5437882542610168,0.7264893651008606,0.44196499553403956,0.0,-101.36911010742188,127.91861724853516,10.18161392211914
2,22.831408516567922,1.8363702164288551,190.98250250860093,1.8363702164288551,0.2722603976726532,0.21448402106761932,0.5223061938085106,0.0,328.3834533691406,55.148895263671875,20.40223717689514
3,2.0546098029205777,0.7563608582792101,78.66152926103784,0.7563608582792101,0.13746093213558197,0.15633022785186768,0.4161826716939398,0.0,-88.47241973876953,56.659847259521484,30.129788160324097
4,0.39260354438289063,-1.1005639700125707,-114.45865288130734,-1.1005639700125707,-0.024074601009488106,0.5288090109825134,0.20467377263401465,0.0,-952.6380615234375,94.87870025634766,40.31279540061951
5,-0.5146976409245162,0.8808905602174488,91.61261826261467,0.8808905602174488,-0.6898854970932007,2.345353126525879,0.36025625779909876,0.0,-1301.5936279296875,35.34498977661133,50.41451811790466
6,-0.8692798437873792,-1.1365575258716698,-118.20198269065367,-1.1365575258716698,0.9613766670227051,0.658207356929779,0.5410806388088873,0.0,-1155.5572509765625,46.08015823364258,60.68559503555298
7,-0.2416648954237695,3.5081523499525846,364.8478443950688,3.5081523499525846,-2.781726360321045,1.8579949140548706,0.7380342389285117,0.0,-1271.945068359375,23.847490310668945,71.91278743743896
8,-1.2876853316429884,-1.7200904474682426,-178.88940653669724,-1.7200904474682426,0.16851046681404114,1.4175910949707031,0.19183855554663548,0.0,-1474.6212158203125,97.93856811523438,82.34503865242004
9,-0.43402525400994724,-1.7794223481193763,-185.05992420441513,-1.7794223481193763,-0.1170073002576828,0.7339144349098206,0.19659651971594438,0.0,-1200.4700927734375,89.38002014160156,93.43984842300415
10,-1.3803457120477838,-1.815396348607313,-188.80122025516056,-1.815396348607313,-0.12179173529148102,0.3586341142654419,0.3062984461727022,0.0,-1197.392333984375,42.361656188964844,104.69214224815369
11,-1.5782563096138411,1.0130113428044505,105.35317965166284,1.0130113428044505,-1.6495416164398193,2.1021180152893066,0.4473311312016116,0.0,-1430.38671875,64.47895050048828,115.92350220680237
12,-1.8598775848339686,-1.593398175613091,-165.71341026376146,-1.593398175613091,0.5869464874267578,0.3132660984992981,0.4957775384492045,0.0,-1132.3255615234375,71.25843811035156,126.8105115890503
13,-2.1246471129489364,-2.38608289892268,-248.15262148795873,-2.38608289892268,-0.10413478314876556,0.8855050206184387,0.18779597962183897,0.0,-1481.730224609375,73.78820037841797,137.107084274292
14,-2.1726454944283247,-2.651393290043887,-275.7449021645642,-2.651393290043887,-0.19330810010433197,0.9873284697532654,0.17701093087304032,3.60567531154e-311,-1660.5264892578125,86.05453491210938,147.5787103176117
15,-2.3031032989460503,-2.5704310382851094,-267.32482798165137,-2.5704310382851094,0.4171469509601593,0.8913367986679077,0.24612961603149194,0.0,-1619.978515625,77.12246704101562,157.94137144088745
16,-1.9375627684672683,-1.4669535764103299,-152.56317194667432,-1.4669535764103299,-1.3738369941711426,0.7923420071601868,0.632328721115558,0.0,-1449.0125732421875,54.79163360595703,167.85546946525574
17,-1.8732322187008041,-2.0916306974186223,-217.5295925315367,-2.0916306974186223,-0.16428671777248383,0.5799325108528137,0.2005504716730181,0.0,-1301.173583984375,50.09306716918945,177.84187197685242
18,-1.2746198328943485,-1.8554939910737915,-192.97137507167432,-1.8554939910737915,-0.21204496920108795,0.7825886607170105,0.19768349007787278,0.0,-1250.1395263671875,56.84723663330078,187.91989850997925
19,-1.4929018389193978,-1.1446164924659272,-119.04011521645643,-1.1446164924659272,-0.2977195978164673,1.804689884185791,0.30995328699383795,0.0,-1485.4918212890625,47.29465866088867,197.94320058822632
20,-1.457786219990508,-2.4255466716930574,-252.25685385607798,-2.4255466716930574,0.46610674262046814,0.7433907389640808,0.31098301993627925,0.0,-1486.72265625,42.20712661743164,208.07554960250854
21,-1.9204359599757685,-2.2057697993394934,-229.40005913130733,-2.2057697993394934,0.7944716811180115,0.7508304119110107,0.41368901558441,0.0,-1494.8372802734375,59.987918853759766,218.35667610168457
22,-2.2066339751145976,-2.5245320839030523,-262.55133672591745,-2.5245320839030523,0.08373957872390747,0.9468064308166504,0.1727139620650105,3.637288039492238e-296,-1535.0521240234375,85.4715805053711,232.16588973999023
23,-1.9308844266195093,-2.189682017604314,-227.72692983084863,-2.189682017604314,-0.7255536317825317,1.0295132398605347,0.3607919686702148,0.0,-1575.752685546875,96.24956512451172,249.63794922828674
24,-2.0975871285710426,-2.614104384676032,-271.86685600630733,-2.614104384676032,-0.1521674543619156,0.9150288105010986,0.16890522932075758,3.4929760331280516e-283,-1615.22265625,87.3327407836914,264.8419427871704
