epoch,train_nll_win,train_nll_step,val_nll_win,val_nll_step,z_mean,z_std,ks_p,logdet_mean,logdet_std,lr,elapsed_sec
1,44.22313950974841,0.4252224952860424,-67.57316623263888,-0.649741983006143,0.42745241522789,0.6685276031494141,0.0,-195.88429260253906,15.62420654296875,5e-05,2.15476393699646
2,-38.58854963730411,-0.3710437465125395,-69.43518744574652,-0.6676460331321781,0.49430051445961,0.5502867698669434,0.0,-193.45652770996094,20.626707077026367,0.0,4.552649974822998
