date,r_actual,r_star,gap,is_train,gap_valid
2002-03-29,-0.0030419843257751995,,,True,False
2002-04-05,-0.009198916235771603,,,True,False
2002-04-12,-0.009690551792230403,,,True,False
2002-04-19,-0.009493869131260801,,,True,False
2002-04-26,-0.009297224390599601,,,True,False
2002-05-03,-0.0101726601948556,,,True,False
2002-05-10,-0.010074361514583602,,,True,False
2002-05-17,-0.0101726601948556,,,True,False
2002-05-24,-0.0103692859808928,,,True,False
2002-05-31,-0.009395542021808803,,,True,False
2002-06-07,-0.009395542021808803,,,True,False
2002-06-14,-0.009690551792230403,,,True,False
2002-06-21,-0.009592205720780803,,,True,False
2002-06-28,-0.009788907347455602,,,True,False
2002-07-05,-0.009592205720780803,,,True,False
2002-07-12,-0.009690551792230403,,,True,False
2002-07-19,-0.009690551792230403,,,True,False
2002-07-26,-0.009887272388307602,,,True,False
2002-08-02,-0.009502987620890397,,,True,False
2002-08-09,-0.009601419112843998,,,True,False
2002-08-16,-0.009601419112843998,,,True,False
2002-08-23,-0.009306153130830396,,,True,False
2002-08-30,-0.008912598074301996,,,True,False
2002-09-06,-0.009207750129031998,,,True,False
2002-09-13,-0.008912598074301996,,,True,False
2002-09-20,-0.009306153130830396,,,True,False
2002-09-27,-0.009502987620890397,,,True,False
2002-10-04,-0.0087242536393064,,,True,False
2002-10-11,-0.0090196336374352,,,True,False
2002-10-18,-0.008133750154332401,,,True,False
2002-10-25,-0.0084289591616048,,,True,False
2002-11-01,-0.010497818187251201,,,True,False
2002-11-08,-0.012570882465336001,,,True,False
2002-11-15,-0.012570882465336001,,,True,False
2002-11-22,-0.0124720695066968,,,True,False
2002-11-29,-0.012570882465336001,,,True,False
2002-12-06,-0.0116931645789036,,,True,False
2002-12-13,-0.0116931645789036,,,True,False
2002-12-20,-0.0116931645789036,-0.025965394764279066,0.014272230185375467,True,True
2002-12-27,-0.012187420936277598,-0.02506433606577043,0.012876915129492832,True,True
2003-01-03,-0.012570882465336001,-0.024717410785563054,0.012146528320227053,True,True
2003-01-10,-0.012768537109276,-0.024999172601845573,0.012230635492569574,True,True
2003-01-17,-0.012966230067934,-0.02450389952037344,0.011537669452439442,True,True
2003-01-24,-0.0131639613562808,-0.024309106458524035,0.011145145102243235,True,True
2003-01-31,-0.012966230067934,-0.023906701850827404,0.010940471782893405,True,True
2003-02-07,-0.0130650909199564,-0.02395180337958272,0.01088671245962632,True,True
2003-02-14,-0.012966230067934,-0.023809518680988927,0.010843288613054928,True,True
2003-02-21,-0.012867378798325998,-0.02326047877486813,0.010393099976542131,True,True
2003-02-28,-0.014718817889183201,-0.0230301080337489,0.008311290144565699,True,True
2003-03-07,-0.015509819762039202,-0.021979306674662448,0.006469486912623246,True,True
2003-03-14,-0.015410910969745202,-0.022004879472094195,0.006593968502348993,True,True
2003-03-21,-0.014916510847841201,-0.0220522132798728,0.007135702432031599,True,True
2003-03-28,-0.015312011769251604,-0.020192373154214908,0.004880361384963304,True,True
2003-04-04,-0.0194981497466912,-0.019002100564026056,-0.0004960491826651453,True,True
2003-04-11,-0.018904783298507602,-0.01689506632295899,-0.0020097169755486123,True,True
2003-04-18,-0.0188059224464852,-0.016618557732595025,-0.0021873647138901733,True,True
2003-04-25,-0.0192014233678956,-0.01781767579861748,-0.0013837475692781223,True,True
2003-05-02,-0.012582998562128798,-0.015588225524580092,0.0030052269624512937,True,True
2003-05-09,-0.012681916948136798,-0.016110581726212072,0.003428664778075274,True,True
2003-05-16,-0.0132756288369276,-0.016923419995405677,0.003647791158478077,True,True
2003-05-23,-0.012978729687066001,-0.01811042916601279,0.00513169947894679,True,True
2003-05-30,-0.012681916948136798,-0.017071446376484552,0.0043895294283477545,True,True
2003-06-06,-0.0093600913876704,-0.014446393934528675,0.005086302546858275,True,True
2003-06-13,-0.0112424626057536,-0.0156367109534499,0.0043942483476963005,True,True
2003-06-20,-0.0115399969914632,-0.016445419607068912,0.004905422615605712,True,True
2003-06-27,-0.0111433037651988,-0.015865618528537732,0.004722314763338932,True,True
2003-07-04,-0.012123598128938401,-0.01462316088641983,0.0024995627574814286,True,True
2003-07-11,-0.0119253093684556,-0.014494692371798946,0.002569383003343346,True,True
2003-07-18,-0.011727059156217601,-0.016337813085312604,0.004610753929095003,True,True
2003-07-25,-0.0115288474770924,-0.01722135787077588,0.005692510393683481,True,True
2003-08-01,-0.007403831253920401,-0.017302733594094406,0.009898902340174005,True,True
2003-08-08,-0.007304759112872001,-0.016370137164428554,0.009065378051556553,True,True
2003-08-15,-0.007403831253920401,-0.01607123645475761,0.008667405200837208,True,True
2003-08-22,-0.0071066437003796,-0.014455776351998025,0.0073491326516184246,True,True
2003-08-29,-0.0071066437003796,-0.016710214778907866,0.009603571078528265,True,True
2003-09-05,-0.0151433856804204,-0.01525240084801223,0.0001090151675918298,True,True
2003-09-12,-0.0151433856804204,-0.016542278211178107,0.0013988925307577074,True,True
2003-09-19,-0.015242457821468802,-0.005027707245755415,-0.010214750575713387,True,True
2003-09-26,-0.0153415395882424,-0.011754320889448888,-0.0035872186987935123,True,True
2003-10-03,-0.0182655643272336,-0.011813681157163913,-0.006451883170069686,True,True
2003-10-10,-0.0184637567454652,-0.015067496489699048,-0.003396260255766153,True,True
2003-10-17,-0.018364655721604402,-0.01567256524163118,-0.002692090479973222,True,True
2003-10-24,-0.01816648256046,-0.017541721237400797,-0.0006247613230592024,True,True
2003-10-31,-0.016118992146322,-0.01581738122034317,-0.0003016109259788291,True,True
2003-11-07,-0.016118992146322,-0.013705078702232896,-0.0024139134440891025,True,True
2003-11-14,-0.016218064287370396,-0.015167351588961129,-0.0010507126984092667,True,True
2003-11-21,-0.016317146054143996,-0.016257919133379907,-5.9226920764089e-05,True,True
2003-11-28,-0.0164162374485148,-0.012086307646707695,-0.004329929801807103,True,True
2003-12-05,-0.017490012786381202,-0.012709780765235525,-0.004780232021145678,True,True
2003-12-12,-0.017589123441645604,-0.010719513693564286,-0.006869609748081318,True,True
2003-12-19,-0.017886513214648004,-0.00990383453948818,-0.007982678675159824,True,True
2003-12-26,-0.017985662414366402,-0.010676570745113738,-0.007309091669252664,True,True
2004-01-02,-0.0164162374485148,-0.00829743898575147,-0.008118798462763328,True,True
2004-01-09,-0.017010988100360797,-0.00918550101300565,-0.007825487087355146,True,True
2004-01-16,-0.016812699339877998,-0.008726017441944837,-0.00808668189793316,True,True
2004-01-23,-0.016713569416174797,-0.010029271196475524,-0.006684298219699273,True,True
2004-01-30,-0.016515338472375598,-0.009352282455714903,-0.007163056016660695,True,True
2004-02-06,-0.017390911762520403,-0.007524492743149462,-0.00986641901937094,True,True
2004-02-13,-0.017490012786381202,-0.009156634021142664,-0.008333378765238538,True,True
2004-02-20,-0.0172918203681496,-0.010638044121682299,-0.0066537762464673016,True,True
2004-02-27,-0.017093666460327603,-0.009370151419583033,-0.007723515040744569,True,True
2004-03-05,-0.016317146054143996,-0.00818211099772583,-0.008135035056418166,True,True
2004-03-12,-0.016118992146322,-0.01006599255088253,-0.0060529995954394684,True,True
2004-03-19,-0.016317146054143996,-0.011368245718650218,-0.004948900335493778,True,True
2004-03-26,-0.016218064287370396,-0.01314026248700143,-0.0030778018003689653,True,True
2004-04-02,-0.019139297956402,-0.009417050313048934,-0.009722247643353065,True,True
2004-04-09,-0.0193374711175464,-0.013278605711081129,-0.006058865406465273,True,True
2004-04-16,-0.0192383797231756,-0.01313502036457706,-0.006103359358598539,True,True
2004-04-23,-0.0188421104028612,-0.01631236407191953,-0.0025297463309416728,True,True
2004-04-30,-0.0217550030518392,-0.017439898207760027,-0.004315104844079175,True,True
2004-05-07,-0.0208639596705436,-0.016942317334131797,-0.003921642336411804,True,True
2004-05-14,-0.0216559597766252,-0.018474652459269707,-0.003181307317355494,True,True
2004-05-21,-0.021259882838558,-0.019498201886476284,-0.0017616809520817171,True,True
2004-05-28,-0.0207650028909804,-0.01753042695412057,-0.0032345759368598327,True,True
2004-06-04,-0.020448556740429998,-0.01669285380483755,-0.003755702935592447,True,True
2004-06-11,-0.0195594984783328,-0.018252793970604905,-0.0013067045077278933,True,True
2004-06-18,-0.019658244464918796,-0.01827030471571855,-0.0013879397492002447,True,True
2004-06-25,-0.0194607620517024,-0.0194343922446975,-2.6369807004898715e-05,True,True
2004-07-02,-0.0195594984783328,-0.014700233915014982,-0.004859264563317816,True,True
2004-07-09,-0.019757000013332398,-0.016316482038565516,-0.0034405179747668824,True,True
2004-07-16,-0.019065911907338397,-0.016315557497047297,-0.0027503544102910997,True,True
2004-07-23,-0.0187698745870584,-0.01595425601960604,-0.0028156185674523618,True,True
2004-07-30,-0.018079454828396,-0.013319874497711388,-0.004759580330684611,True,True
2004-08-06,-0.0152679346244464,-0.011292378549601788,-0.003975556074844611,True,True
2004-08-13,-0.0152679346244464,-0.013910290089870924,-0.0013576445345754758,True,True
2004-08-20,-0.014775016009254797,-0.015278236571225982,0.0005032205619711853,True,True
2004-08-27,-0.014085329926558799,-0.014532832631529994,0.00044750270497119493,True,True
2004-09-03,-0.01125457140392,-0.010905852338383225,-0.00034871906553677473,True,True
2004-09-10,-0.011156168402121601,-0.012601411587383177,0.0014452431852615757,True,True
2004-09-17,-0.010664295751314402,-0.013189772333902332,0.0025254765825879297,True,True
2004-09-24,-0.010467613090344798,-0.016290135688738928,0.0058225225983941295,True,True
2004-10-01,-0.010664295751314402,-0.011896504103812322,0.00123220835249792,True,True
2004-10-08,-0.010664295751314402,-0.011045451850197379,0.000381156098882977,True,True
2004-10-15,-0.0101726601948556,-0.0107142750069571,0.0005416148121014999,True,True
2004-10-22,-0.009288312934809998,-0.011848061181424605,0.002559748246614606,True,True
2004-10-29,-0.008699173786253601,-0.00973301691038296,0.0010338431241293591,True,True
2004-11-05,-0.0104375830023452,-0.007145276524259664,-0.0032923064780855365,True,True
2004-11-12,-0.009947459401126001,-0.00868082886903769,-0.0012666305320883104,True,True
2004-11-19,-0.0092616817721324,-0.008672821629063509,-0.0005888601430688919,True,True
2004-11-26,-0.0086742391177468,-0.008526016440489963,-0.00014822267725683735,True,True
2004-12-03,-0.0057585714781868014,-0.006300631609014155,0.0005420601308273537,True,True
2004-12-10,-0.005367130908177999,-0.007023884274759749,0.0016567533665817497,True,True
2004-12-17,-0.0058564550963828,-0.006131800258444668,0.000275345162061868,True,True
2004-12-24,-0.005954348108498401,-0.006775388723390654,0.0008210406148922529,True,True
2004-12-31,-0.007605401267401597,-0.0056082136180548164,-0.0019971876493467804,True,True
2005-01-07,-0.006627175171702797,-0.005182491194588993,-0.0014446839771138035,True,True
2005-01-14,-0.006138413691441198,-0.004333072149454956,-0.0018053415419862426,True,True
2005-01-21,-0.006236147254147199,-0.004521450843003066,-0.0017146964111441326,True,True
2005-01-28,-0.005259232746715998,-0.004158633824650463,-0.0011005989220655354,True,True
2005-02-04,-0.0041897041136132,-0.00392623620782856,-0.00026346790578463987,True,True
2005-02-11,-0.0034089202704751997,-0.004093655983501123,0.0006847357130259236,True,True
2005-02-18,-0.0028237243204872007,-0.004312504180762194,0.0014887798602749936,True,True
2005-02-25,-0.0015569502292552008,-0.0054018733717652945,0.0038449231425100937,True,True
2005-03-04,-0.001362201451774802,-0.004309349417109167,0.002947147965334365,True,True
2005-03-11,-0.001362201451774802,-0.0046157508731228605,0.0032535494213480586,True,True
2005-03-18,-0.000875492100532403,-0.004635032618183837,0.0037595405176514343,True,True
2005-03-25,-0.0005835779101464006,-0.006345091313847422,0.005761513403701022,True,True
2005-04-01,-0.0038857080449200003,-0.004611748938248995,0.0007260408933289944,True,True
2005-04-08,-0.003983040625964402,-0.004764496378253976,0.0007814557522895739,True,True
2005-04-15,-0.003983040625964402,-0.005001764708981944,0.001018724083017542,True,True
2005-04-22,-0.002621228832773202,-0.005775599780182754,0.0031543709474095515,True,True
2005-04-29,-0.0029128926489779996,-0.005443251055827303,0.0025303584068493037,True,True
2005-05-06,-0.004173758832640796,-0.004365463682151129,0.00019170484951033274,True,True
2005-05-13,-0.0045628849660056,-0.005034293194626436,0.0004714082286208362,True,True
2005-05-20,-0.0038820116065899973,-0.005551362816419182,0.0016693512098291848,True,True
2005-05-27,-0.0032015923675735992,-0.005173568801898882,0.001971976434325283,True,True
2005-06-03,-0.0018438660717307984,-0.0043992680131298145,0.002555401941399016,True,True
2005-06-10,-0.0018438660717307984,-0.004921083073246815,0.003077217001516016,True,True
2005-06-17,-0.0020381512374027986,-0.004575250181240553,0.0025370989438377547,True,True
2005-06-24,-0.0010670951936632006,-0.005447369457318373,0.004380274263655172,True,True
2005-07-01,-0.0002909152891112008,-0.004054709329704274,0.0037637940405930736,True,True
2005-07-08,-0.0002909152891112008,-0.0038873802492118935,0.0035964649601006927,True,True
2005-07-15,0.000581581835161602,-0.004292163625936591,0.004873745461098193,True,True
2005-07-22,0.0017437518682739987,-0.004380752794744457,0.0061245046630184555,True,True
2005-07-29,0.0021308478819472014,-0.004053751671232439,0.00618459955317964,True,True
2005-08-05,0.005038949893395605,-0.0033403431866089,0.008379293080004506,True,True
2005-08-12,0.005038949893395605,-0.0037308304189871736,0.008769780312382779,True,True
2005-08-19,0.005038949893395605,-0.0036297956109660706,0.008668745504361676,True,True
2005-08-26,0.005328900624439602,-0.004118136833652271,0.009447037458091872,True,True
2005-09-02,0.0034878374899576002,-0.0032760015630367554,0.006763839052994356,True,True
2005-09-09,0.0037779531148476003,-0.0038506515185104985,0.007628604633358099,True,True
2005-09-16,0.0038746399940144016,-0.004158318854278999,0.0080329588482934,True,True
2005-09-23,0.0036812570722927988,-0.005461818242583513,0.009143075314876313,True,True
2005-09-30,-0.0072221183364668,-0.00472006386925263,-0.00250205446721417,True,True
2005-10-07,-0.006449318985615999,-0.004435637240823796,-0.0020136817447922034,True,True
2005-10-14,-0.005001895960099999,-0.004773971706775818,-0.00022792425332418109,True,True
2005-10-21,-0.0041344266980588,-0.005686927360755885,0.0015525006626970848,True,True
2005-10-28,-0.0035565233050619998,-0.00555618014938602,0.0019996568443240203,True,True
2005-11-04,-0.005949782431969999,-0.0048300581056026914,-0.0011197243263673072,True,True
2005-11-11,-0.0060460315209788,-0.005456326730287046,-0.0005897047906917542,True,True
2005-11-18,-0.005661089626420802,-0.005331503004486405,-0.000329586621934397,True,True
2005-11-25,-0.006238556940101199,-0.006701537019759941,0.0004629800796587414,True,True
2005-12-02,0.006661948939817605,-0.004944849150319758,0.011606798090137363,True,True
2005-12-09,0.006180658087188,-0.005740888659212568,0.011921546746400568,True,True
2005-12-16,0.006084372668634003,-0.005644824130769487,0.01172919679940349,True,True
2005-12-23,0.006661948939817605,-0.006473718829540359,0.013135667769357963,True,True
2005-12-30,0.007527700810630003,-0.006691658742041709,0.014219359552671711,True,True
2006-01-06,0.0108121269798672,-0.005353663817868925,0.016165790797736126,True,True
2006-01-13,0.011867879544196,-0.007237781279669219,0.01910566082386522,True,True
2006-01-20,0.012059717257177202,-0.00834557424384897,0.02040529150102617,True,True
2006-01-27,0.013018365230717602,-0.00832354601517853,0.02134191124589613,True,True
2006-02-03,0.0142767477214128,-0.004392903171324919,0.01866965089273772,True,True
2006-02-10,0.0147555993440024,-0.005731909365160248,0.020487508709162647,True,True
2006-02-17,0.014851342710625205,-0.004293090847741645,0.019144433558366848,True,True
2006-02-24,0.015425614348066,-0.005269016497794532,0.020694630845860533,True,True
2006-03-03,0.015616966434773599,-0.0030376197741285534,0.018654586208902153,True,True
2006-03-10,0.015616966434773599,-0.0037654808559292327,0.01938244729070283,True,True
2006-03-17,0.015808282647903203,-0.0033751258367039445,0.01918340848460715,True,True
2006-03-24,0.015903927306124,-0.003489937226712728,0.019393864532836726,True,True
2006-03-31,0.015712629024690002,-0.0029223976397962427,0.018635026664486246,True,True
2006-04-07,0.0162864163229612,-0.002041496084967066,0.018327912407928266,True,True
2006-04-14,0.0163820161816376,-0.0011386512785540445,0.017520667460191645,True,True
2006-04-21,0.0168598811865172,-0.0027484080110057687,0.01960828919752297,True,True
2006-04-28,0.017050964552112406,-0.001517616545954806,0.01856858109806721,True,True
2006-05-05,0.014713877084296003,-0.00028495639635553287,0.014998833480651536,True,True
2006-05-12,0.014904817443354802,-0.001265391462461342,0.016170208905816143,True,True
2006-05-19,0.014618393506350401,-0.0005817508697356739,0.015200144376086074,True,True
2006-05-26,0.014809351729400802,-0.00023036461021444434,0.015039716339615247,True,True
2006-06-02,0.007764721119443603,0.001190807856255271,0.006573913263188332,True,True
2006-06-09,0.008432981140724405,-0.0008179998887228503,0.009250981029447256,True,True
2006-06-16,0.008432981140724405,-0.0006605269854166361,0.009093508126141042,True,True
2006-06-23,0.009386879882307205,-0.0022554317133586035,0.011642311595665809,True,True
2006-06-30,0.0164310556049276,-0.000709705042084177,0.01714076064701178,True,True
2006-07-07,0.016526369747009204,-0.0008471593189147584,0.017373529065923963,True,True
2006-07-14,0.016907537323534002,4.7067945271421496e-05,0.01686046937826258,True,True
2006-07-21,0.0172885625937076,-0.0012195317684490312,0.018508094362156634,True,True
2006-07-28,0.017002806978112805,-0.0009255140216599747,0.01792832099977278,True,True
2006-08-04,0.018162438569131998,-0.0013011036406943228,0.01946354220982632,True,True
2006-08-11,0.017971925935724803,-0.001273365168881613,0.019245291104606415,True,True
2006-08-18,0.0182576815513196,-0.0011641732134072685,0.019421854764726867,True,True
2006-08-25,0.018352915646072797,-0.00112839765781725,0.019481313303890045,True,True
2006-09-01,0.011694535041670001,0.0004359851409267016,0.011258549900743299,True,True
2006-09-08,0.010836387130451998,-0.0004750534870173635,0.011311440617469361,True,True
2006-09-15,0.011122516617524,0.002658398087738984,0.008464118529785016,True,True
2006-09-22,0.010836387130451998,-0.00021850844066849222,0.01105489557112049,True,True
2006-09-29,0.010454756316014401,0.0004958681566962419,0.009958888159318158,True,True
2006-10-06,0.017798143103332803,0.0002707186763543541,0.01752742442697845,True,True
2006-10-13,0.018751418137789997,0.0004479457309340233,0.018303472406855974,True,True
2006-10-20,0.019132478974492,-0.0010911636362548483,0.02022364261074685,True,True
