epoch,train_nll_win,train_nll_step,val_nll_win,val_nll_step,z_mean,z_std,ks_p,logdet_mean,logdet_std,lr,elapsed_sec
1,44.22313950974841,0.4252224952860424,-67.57316623263888,-0.649741983006143,0.42745241522789,0.6685276031494141,0.0,-195.88429260253906,15.62420654296875,9.999383162408304e-05,2.4681429862976074
2,-41.46182283855442,-0.39867137344763864,-65.70017632378472,-0.6317324646517761,0.5612936615943909,0.5290700793266296,0.0,-192.2080078125,19.781143188476562,9.997532801828658e-05,5.119107007980347
3,-53.83120031104615,-0.5176076952985207,-56.31712510850694,-0.5415108183510283,0.4943014681339264,0.4931771159172058,0.0,-177.23974609375,23.32993507385254,9.994449374809851e-05,7.626009464263916
4,-60.72903666556991,-0.5839330448612491,-99.7667209201389,-0.959295393462874,0.28392526507377625,0.5126978158950806,0.0,-213.19691467285156,22.457006454467773,9.990133642141359e-05,10.366048574447632
5,-67.02199011194601,-0.6444422126148655,-53.95179850260417,-0.5187672932942708,0.8678975701332092,0.4635908007621765,0.0,-199.86585998535156,20.36712074279785,9.98458666866564e-05,13.145209789276123
6,-71.79277028112757,-0.6903150988569959,-64.97162679036458,-0.6247271806765825,0.3666776120662689,0.5031983852386475,0.0,-180.69961547851562,20.747556686401367,9.9778098230154e-05,15.723404169082642
7,-72.36665856849902,-0.6958332554663367,-67.29962158203125,-0.6471117459810697,0.8266719579696655,0.6275794506072998,0.0,-218.88580322265625,18.347335815429688,9.9698047772759e-05,18.024221181869507
8,-84.49724678241307,-0.8124735267539719,-57.87937486436632,-0.5565324506189069,0.7091678380966187,0.9169898629188538,0.0,-223.32603454589844,16.31803321838379,9.96057350657239e-05,20.28236985206604
9,-80.771935831905,-0.7766532291529327,41.74004313151042,0.40134656857221557,1.7180079221725464,0.5760501027107239,0.0,-224.56553649902344,16.86435317993164,9.950118288582787e-05,22.57617163658142
10,-70.82515179281954,-0.6810110749309571,-40.76233350965712,-0.39194551451593385,1.1672542095184326,0.5402684211730957,0.0,-222.35931396484375,15.523146629333496,9.938441702975689e-05,25.110172748565674
11,-85.62525107507958,-0.8233197218757652,-97.16102430555556,-0.9342406183226496,0.5041744112968445,0.779190182685852,0.0,-237.51974487304688,16.302143096923828,9.925546630773869e-05,27.551177978515625
12,-89.80571332103942,-0.8635164742407636,-71.45552300347222,-0.6870723365718483,1.0026817321777344,0.6708349585533142,0.0,-242.7054443359375,13.814239501953125,9.911436253643444e-05,29.780503749847412
13,-93.00845381748898,-0.894312055937394,-61.83993598090278,-0.5946147690471422,1.0917763710021973,0.6764746308326721,0.0,-243.18841552734375,16.663311004638672,9.896114053108829e-05,32.02273511886597
14,-81.957651285887,-0.788054339287375,-103.66702202690972,-0.9967982887202858,0.5099833011627197,0.7536991834640503,0.0,-242.30020141601562,14.800775527954102,9.879583809693738e-05,34.32817101478577
15,-104.00666090230166,-1.000064047137516,-57.94971991644965,-0.5572088453504774,1.0742062330245972,0.5964435338973999,0.0,-232.0218505859375,14.689628601074219,9.861849601988384e-05,36.631184577941895
16,-106.138559489012,-1.0205630720097307,-42.601025390625,-0.40962524414062496,1.2558666467666626,0.5404922366142273,0.0,-235.37596130371094,14.34278392791748,9.842915805643157e-05,38.910253047943115
17,-110.61777190713761,-1.0636324221840154,-116.3445556640625,-1.1186976506159856,0.3971816301345825,0.6759304404258728,0.0,-243.87521362304688,14.355451583862305,9.822787092288992e-05,41.26120448112488
18,-112.22118375443804,-1.0790498437926734,-46.438285997178816,-0.44652198074210403,1.226495623588562,0.6730603575706482,0.0,-243.78761291503906,14.0720796585083,9.801468428384718e-05,43.768481731414795
19,-116.19255354355411,-1.1172360917649433,-50.8500725640191,-0.4889430054232606,1.2640173435211182,0.5742467045783997,0.0,-246.649658203125,13.733859062194824,9.778965073991652e-05,46.35165476799011
20,-117.84880450003061,-1.1331615817310636,-140.47686631944444,-1.3507390992254273,0.21009549498558044,0.5322182774543762,0.0,-253.07107543945312,13.297479629516602,9.75528258147577e-05,48.73724961280823
21,-118.3413760253428,-1.137897846397527,-82.46246202256944,-0.7929082886785523,1.0481714010238647,0.5738811492919922,0.0,-252.28822326660156,12.87093448638916,9.730426794137729e-05,51.11683940887451
22,-121.38607265012855,-1.1671737754820053,-87.44902072482638,-0.840855968507946,1.0806127786636353,0.44204726815223694,0.0,-253.9013671875,12.874896049499512,9.70440384477113e-05,53.31963062286377
23,-123.94740622704457,-1.1918019829523516,-146.91244574652777,-1.41261967063969,0.20665836334228516,0.5712895393371582,0.0,-261.6741638183594,12.622983932495117,9.67722015414934e-05,55.68325448036194
24,-124.85227937913197,-1.2005026863378074,-93.8280002170139,-0.9021923097789798,1.1296592950820923,0.44638654589653015,0.0,-266.117919921875,12.20382308959961,9.64888242944126e-05,58.09934902191162
25,-126.05167938142752,-1.2120353786675724,-112.92928602430555,-1.0858585194644765,0.9230028390884399,0.41072383522987366,0.0,-261.5715637207031,12.43156909942627,9.619397662556436e-05,60.33539009094238
26,-132.83498819708007,-1.2772595018950006,-163.643896484375,-1.573499004657452,-0.015315379947423935,0.5617642402648926,6.707325693e-315,-275.6358337402344,12.014436721801758,9.588773128419907e-05,62.55693316459656
27,-129.79684487099044,-1.248046585297985,-101.05208333333333,-0.9716546474358974,1.0732394456863403,0.46107640862464905,0.0,-267.572265625,11.955092430114746,9.557016383177228e-05,64.88516783714294
28,-135.54126765655607,-1.3032814197745777,-99.50581597222222,-0.9567866920405983,1.1239687204360962,0.5114755630493164,0.0,-274.37091064453125,11.724534034729004,9.524135262330099e-05,67.14206337928772
29,-136.03475835577865,-1.3080265226517178,-156.62728407118055,-1.5060315776075053,-0.3514406979084015,0.5458614230155945,0.0,-274.1136169433594,11.718216896057129,9.49013787880308e-05,69.36707496643066
30,-135.83637939214006,-1.3061190326167313,-143.61893174913195,-1.3809512668185764,0.673314094543457,0.4632962644100189,0.0,-273.92431640625,11.550271987915039,9.455032620941841e-05,71.56045532226562
31,-139.3485562943805,-1.3398899643690432,-120.02466905381945,-1.1540833562867254,0.98016357421875,0.533704400062561,0.0,-280.36346435546875,11.402728080749512,9.418828150443471e-05,73.87788224220276
32,-140.3270719193805,-1.3492987684555817,-162.78106011284723,-1.5652025010850694,-0.32172471284866333,0.5761400461196899,0.0,-280.9937438964844,11.058297157287598,9.381533400219321e-05,76.08951425552368
33,-142.3163440790279,-1.3684263853752685,-152.9619140625,-1.4707876352163463,0.6303696632385254,0.5058701038360596,0.0,-282.5016174316406,10.758931159973145,9.343157572190959e-05,78.27106928825378
34,-143.01889758432296,-1.3751817075415669,-149.03602430555554,-1.4330386952457264,0.763046383857727,0.4879935383796692,0.0,-287.2652282714844,10.739033699035645,9.303710135019721e-05,80.5462851524353
35,-146.60211629988981,-1.4096357336527867,-164.36797417534723,-1.5804612901475694,-0.41117429733276367,0.6054819822311401,0.0,-287.79254150390625,11.011675834655762,9.263200821770464e-05,82.69204950332642
36,-145.25866376407933,-1.396717920808455,-145.87764214409722,-1.4026696360009347,0.7891675233840942,0.5074468851089478,0.0,-287.22222900390625,10.669610977172852,9.221639627510079e-05,85.0031840801239
37,-150.84595420007958,-1.4504418673084574,-142.27004665798611,-1.367981217865251,0.8864873647689819,0.4968372881412506,0.0,-291.5404052734375,10.421213150024414,9.179036806841354e-05,87.32904148101807
38,-149.04120835501348,-1.4330885418751296,-160.327099609375,-1.5416067270132212,-0.5212986469268799,0.6336798071861267,0.0,-290.9084777832031,10.47651195526123,9.135402871372811e-05,89.53822588920593
39,-156.4890005203232,-1.504701928080031,-172.70616861979167,-1.6606362367287661,0.00498205004259944,0.8225793838500977,3.074391412223216e-54,-303.4621887207031,9.908075332641602,9.09074858712512e-05,91.7338228225708
40,-172.71090211036974,-1.6606817510612475,-180.2919976128472,-1.7335769001235308,-0.3629867732524872,0.8067335486412048,0.0,-316.5556945800781,10.075833320617676,9.04508497187474e-05,94.04030394554138
41,-178.26538205497062,-1.7140902120670252,-191.45469835069446,-1.8409105610643697,-0.17301414906978607,0.7247945666313171,2.1733702279059683e-298,-315.89788818359375,10.87430191040039,8.998423292435457e-05,96.30468940734863
42,-181.0462293783668,-1.7408291286381423,-183.76209852430554,-1.7669432550413995,-0.4569777250289917,0.7599580883979797,0.0,-320.2226867675781,11.26162052154541,8.950775061878454e-05,100.10088777542114
43,-183.93519393517386,-1.7686076339920562,-199.9529513888889,-1.92262453258547,-0.18518418073654175,0.6861296892166138,0.0,-321.78607177734375,11.319605827331543,8.902152036691651e-05,103.95667719841003
44,-185.53697642476737,-1.7840093886996864,-191.79091254340278,-1.8441433898404114,-0.39196935296058655,0.7383300065994263,0.0,-323.6966247558594,11.452693939208984,8.852566213878949e-05,109.11343765258789
45,-186.72655197875858,-1.7954476151803709,-196.25439453125,-1.8870614858774037,-0.2527278661727905,0.7514392137527466,0.0,-324.5076904296875,11.700462341308594,8.802029828000158e-05,111.76005411148071
46,-188.32927755417484,-1.8108584380209118,-199.645703125,-1.9196702223557693,-0.3387009799480438,0.705245316028595,0.0,-327.0439758300781,11.564043998718262,8.750555348152301e-05,114.49147081375122
47,-190.22303310173848,-1.8290676259782546,-201.6547905815972,-1.9389883709768962,-0.26702117919921875,0.7188669443130493,0.0,-327.8040466308594,11.542211532592773,8.698155474893051e-05,117.40544700622559
48,-191.2016797640181,-1.8384776900386357,-198.81181098090278,-1.9116520286625267,-0.3977539837360382,0.7161862850189209,0.0,-329.2802429199219,11.372945785522461,8.64484313710706e-05,120.16215085983276
49,-193.88458102503674,-1.8642748175484303,-199.73367513020833,-1.920516107021234,-0.3668173849582672,0.7571331262588501,0.0,-332.10919189453125,11.090965270996094,8.590631488815948e-05,122.63424062728882
50,-194.00290864501713,-1.8654125831251647,-208.03194444444443,-2.000307158119658,-0.26952216029167175,0.6957383751869202,0.0,-332.5496520996094,11.177593231201172,8.53553390593274e-05,125.05949831008911
51,-195.96747884273995,-1.8843026811801917,-198.1000922309028,-1.904808579143296,-0.4638643264770508,0.7530561685562134,0.0,-334.3474426269531,11.073695182800293,8.479563982961574e-05,127.69872665405273
52,-196.26990044992655,-1.8872105812492939,-204.79869249131946,-1.9692181970319178,-0.449786901473999,0.7224065661430359,0.0,-338.025634765625,10.733437538146973,8.422735529643446e-05,130.29153394699097
53,-199.64601283208864,-1.9196732003085446,-208.3276421440972,-2.003150405231704,-0.3772422671318054,0.714269757270813,0.0,-337.8268737792969,10.876177787780762,8.365062567548869e-05,132.8186502456665
54,-199.7494921109819,-1.920668193374826,-210.88612738715278,-2.027751224876469,-0.38749557733535767,0.6876906156539917,0.0,-338.8554382324219,10.920306205749512,8.306559326618262e-05,135.69251823425293
55,-201.55452776842557,-1.9380243054656305,-215.00374348958334,-2.06734368739984,-0.25980204343795776,0.7048176527023315,0.0,-339.9151306152344,10.823344230651855,8.24724024165092e-05,138.32519555091858
56,-203.60391064979186,-1.9577299100941525,-209.32645941840278,-2.012754417484642,-0.4338988661766052,0.7151094079017639,0.0,-341.2778625488281,10.928750991821289,8.187119948743451e-05,141.2286548614502
57,-204.53888555184867,-1.9667200533831601,-218.94005533854167,-2.10519283979367,-0.2590814530849457,0.696022629737854,0.0,-343.19134521484375,10.662750244140625,8.126213281678528e-05,143.7602915763855
58,-204.1647540325049,-1.9631226349279318,-219.489990234375,-2.1104806753305287,-0.3248019814491272,0.6862796545028687,0.0,-345.036376953125,10.577479362487793,8.064535268264884e-05,146.41249346733093
59,-205.80146417421645,-1.978860232444389,-219.6212673611111,-2.1117429553952993,-0.3366475999355316,0.6726074814796448,0.0,-344.6089782714844,10.7893705368042,8.002101126629422e-05,148.93068599700928
60,-207.64353651444662,-1.9965724664850637,-216.69508463541666,-2.0836065830328527,-0.40105125308036804,0.6912156343460083,0.0,-345.4729919433594,10.604462623596191,7.938926261462369e-05,151.475332736969
61,-208.51052698028894,-2.004908913272009,-218.25211046006945,-2.0985779851929753,-0.3989129066467285,0.704460859298706,0.0,-347.9023132324219,10.51342487335205,7.875026260216395e-05,153.81361150741577
62,-208.73804404382958,-2.007096577344515,-222.9180447048611,-2.1434427375467413,-0.30878108739852905,0.6924716830253601,0.0,-348.38055419921875,10.520109176635742,7.810416889260656e-05,156.35108923912048
63,-210.05518965015915,-2.019761438943838,-223.08608940972223,-2.14505855201656,-0.31844308972358704,0.6834133863449097,0.0,-348.2156066894531,10.57114028930664,7.745114089990661e-05,158.7086639404297
64,-210.65170291074926,-2.025497143372589,-221.21494140625,-2.1270667442908655,-0.37141332030296326,0.6902876496315002,0.0,-348.7356872558594,10.605949401855469,7.679133974894984e-05,161.34343028068542
65,-211.4466171339373,-2.0331405493647816,-229.11015625,-2.2029822716346152,-0.13473249971866608,0.680473804473877,0.0,-349.7020263671875,10.661089897155762,7.612492823579746e-05,163.785893201828
66,-211.4095833205803,-2.03278445500558,-223.93724500868055,-2.153242740468082,-0.33510956168174744,0.706964373588562,0.0,-351.3359069824219,10.348366737365723,7.545207078751858e-05,166.32935309410095
67,-212.49489624142998,-2.043220156167596,-224.1006076388889,-2.1548135349893163,-0.37520092725753784,0.6869535446166992,0.0,-351.5296325683594,10.543764114379883,7.47729334216204e-05,168.64757466316223
68,-213.33668068223557,-2.051314237329188,-231.35829535590278,-2.2245989938067576,-0.11198259890079498,0.6819548606872559,1.12215240644e-312,-351.76324462890625,10.527308464050293,7.408768370508578e-05,171.17608666419983
69,-214.4214838011141,-2.061745036549174,-227.79166124131945,-2.190304435012687,-0.33762121200561523,0.6719949841499329,0.0,-352.7706604003906,10.488529205322266,7.33964907130287e-05,173.68282437324524
70,-215.31414131366307,-2.070328281862145,-218.808984375,-2.103932542067308,-0.5114262104034424,0.696567177772522,0.0,-353.2102355957031,10.483787536621094,7.269952498697737e-05,176.16823434829712
71,-216.06952245041626,-2.0775915620232333,-234.07944878472222,-2.250763930622329,-0.18610022962093353,0.6630663871765137,0.0,-354.3121643066406,10.328429222106934,7.199695849279577e-05,178.81900668144226
72,-216.68404807633448,-2.083500462272447,-230.45908203125,-2.215952711838942,-0.3043658435344696,0.6956556439399719,0.0,-356.0105895996094,10.252793312072754,7.128896457825365e-05,181.44018125534058
73,-216.88374793401078,-2.085420653211642,-230.51737738715278,-2.2165132441072384,-0.318519651889801,0.6934015154838562,0.0,-356.3645324707031,10.110709190368652,7.057571793025547e-05,184.0794632434845
74,-217.3938100667238,-2.090325096795421,-231.99771592881945,-2.2307472685463408,-0.3076249361038208,0.6779698729515076,0.0,-356.38970947265625,10.239286422729492,6.985739453173906e-05,186.62200355529785
75,-219.50765085547258,-2.1106504889949287,-232.63548719618055,-2.236879684578659,-0.31168562173843384,0.676939070224762,0.0,-357.0856018066406,10.176653861999512,6.913417161825453e-05,189.12740921974182
76,-219.45540045757835,-2.1101480813228686,-235.87008463541667,-2.2679815830328525,-0.21253500878810883,0.6787648797035217,0.0,-357.7461242675781,10.21009635925293,6.840622763423394e-05,191.61159586906433
77,-220.91814569815133,-2.124212939405301,-232.00734049479166,-2.23083981244992,-0.36507514119148254,0.6740564107894897,0.0,-358.1338195800781,10.220836639404297,6.767374218896289e-05,194.27982926368713
78,-219.66441065744368,-2.1121577947831125,-237.3291775173611,-2.2820113222823184,-0.22330160439014435,0.6835806369781494,0.0,-359.7903747558594,9.991995811462402,6.693689601226461e-05,196.81311011314392
79,-220.75142036759306,-2.122609811226856,-232.75213758680556,-2.2380013229500535,-0.3288993835449219,0.7070796489715576,0.0,-359.9448547363281,10.046089172363281,6.61958709099075e-05,199.46630835533142
80,-220.97630233839374,-2.1247721378691704,-238.058642578125,-2.289025409405048,-0.17925392091274261,0.6916342377662659,0.0,-360.1737060546875,10.185310363769531,6.54508497187474e-05,202.6025104522705
81,-221.55003711128796,-2.130288818377769,-231.29536675347222,-2.223993911091079,-0.40756309032440186,0.6945558786392212,0.0,-360.5877990722656,10.06065845489502,6.470201626161523e-05,205.27993369102478
82,-223.39459915983105,-2.1480249919214525,-239.43527560763889,-2.302262265458066,-0.24425622820854187,0.6602898240089417,0.0,-360.7783508300781,10.227143287658691,6.39495553019615e-05,207.7453212738037
83,-223.8041451778281,-2.151962934402193,-235.26474066840277,-2.262160967965411,-0.3176356256008148,0.6962305903434753,0.0,-361.2870788574219,10.067665100097656,6.319365249826866e-05,210.51830554008484
84,-224.68040007498774,-2.1603884622594975,-241.2918185763889,-2.3201136401575857,-0.1443738341331482,0.6799942255020142,0.0,-361.98968505859375,10.116936683654785,6.243449435824276e-05,213.01502132415771
85,-225.29949861502203,-2.1663413328367502,-239.3113009982639,-2.301070201906384,-0.2839820086956024,0.6725192666053772,0.0,-362.5931396484375,10.000988006591797,6.16722681927953e-05,215.6127700805664
86,-225.6748505983717,-2.1699504865228048,-242.80935329861111,-2.334705320178953,-0.15436485409736633,0.6780153512954712,0.0,-363.5226745605469,10.042779922485352,6.090716206982716e-05,218.15307879447937
87,-225.73178007927277,-2.170497885377623,-236.73545464409722,-2.276302448500935,-0.2381746768951416,0.7395081520080566,0.0,-363.6922302246094,10.049793243408203,6.013936476782566e-05,220.8801567554474
88,-226.0591504193193,-2.1736456771088397,-240.022900390625,-2.3079125037560098,-0.2699803411960602,0.690872848033905,0.0,-364.20269775390625,9.989728927612305,5.936906572928627e-05,223.43927454948425
89,-227.57449517170667,-2.188216299727949,-242.14347330729166,-2.3283026279547276,-0.21484659612178802,0.6860262751579285,0.0,-364.5862121582031,10.133806228637695,5.85964550139705e-05,226.06977486610413
90,-227.4236157872184,-2.1867655364155616,-241.32647026909723,-2.3204468295105505,-0.1649387627840042,0.7171151041984558,0.0,-365.0519104003906,10.004892349243164,5.782172325201157e-05,228.64723134040833
91,-227.48699191968657,-2.1873749223046786,-240.9351291232639,-2.3166839338775373,-0.05772121623158455,0.7416097521781921,2.7635926766622496e-159,-365.2772216796875,10.145051002502441,5.704506159687917e-05,231.47029447555542
92,-228.41312228360675,-2.196280021957757,-244.36663411458332,-2.3496791741786858,-0.1900760680437088,0.6765817999839783,0.0,-365.6186218261719,10.130138397216797,5.626666167821525e-05,234.07379055023193
93,-229.2470712689765,-2.204298762201697,-241.98304036458333,-2.326760003505609,-0.26194867491722107,0.6906063556671143,0.0,-365.9214782714844,10.187222480773926,5.5486715554552294e-05,236.90798354148865
94,-229.44012648445153,-2.2061550623504953,-246.01241319444443,-2.3655039730235043,-0.10012690722942352,0.685919463634491,0.0,-366.5686340332031,10.186605453491211,5.4705415665925744e-05,239.5402593612671
95,-230.13970008723066,-2.212881731607987,-241.36858723958332,-2.3208518003806087,-0.17954760789871216,0.7363775968551636,0.0,-366.8116455078125,10.203154563903809,5.392295478639228e-05,242.24927282333374
96,-229.89827872490207,-2.2105603723548275,-243.42498914930556,-2.3406248956663998,-0.2576145827770233,0.6981877088546753,0.0,-367.7938232421875,10.012598037719727,5.3139525976465704e-05,244.85621976852417
97,-229.81124797226983,-2.2097235381949023,-247.06087239583334,-2.3755853114983974,0.014148782007396221,0.6935995817184448,2.6238068997152747e-187,-367.6570739746094,10.254552841186523,5.235532253548216e-05,247.42048573493958
