month,date,n_alive,mean_lam,median_lam,mean_pp
75,2017-04-30,300,2.441092355023845,1.2532288720684903,1.5368271290482896
76,2017-05-31,300,2.441092355023845,1.2532288720684903,1.547687394436384
77,2017-06-30,300,2.441092355023845,1.2532288720684903,1.583522862951655
78,2017-07-31,300,2.441092355023845,1.2532288720684903,1.575372468411598
79,2017-08-31,300,2.441092355023845,1.2532288720684903,1.6122318310130204
80,2017-09-30,300,2.441092355023845,1.2532288720684903,1.6530982999008714
81,2017-10-31,300,2.441092355023845,1.2532288720684903,1.7111904380198504
82,2017-11-30,300,2.441092355023845,1.2532288720684903,1.7309244784193623
83,2017-12-31,300,2.441092355023845,1.2532288720684903,1.8556525916331936
84,2018-01-31,300,2.441092355023845,1.2532288720684903,1.7467092302111382
85,2018-02-28,300,2.441092355023845,1.2532288720684903,1.670214809670206
86,2018-03-31,300,2.441092355023845,1.2532288720684903,1.6546867609577058
87,2018-04-30,300,2.441092355023845,1.2532288720684903,1.6832074932589185
88,2018-05-31,300,2.441092355023845,1.2532288720684903,1.6939726568486249
89,2018-06-30,300,2.441092355023845,1.2532288720684903,1.7680762693101137
90,2018-07-31,300,2.441092355023845,1.2532288720684903,1.8398676977401855
91,2018-08-31,300,2.441092355023845,1.2532288720684903,1.8462517867946446
92,2018-09-30,300,2.441092355023845,1.2532288720684903,1.655743495459628
93,2018-10-31,300,2.441092355023845,1.2532288720684903,1.6972221235829883
94,2018-11-30,300,2.441092355023845,1.2532288720684903,1.4821969469658889
95,2018-12-31,300,2.441092355023845,1.2532288720684903,1.595302169386853
96,2019-01-31,300,2.441092355023845,1.2532288720684903,1.6465201911930676
97,2019-02-28,300,2.441092355023845,1.2532288720684903,1.6778001353769363
98,2019-03-31,300,2.441092355023845,1.2532288720684903,1.7376724058905408
99,2019-04-30,300,2.441092355023845,1.2532288720684903,1.563831694170334
100,2019-05-31,300,2.441092355023845,1.2532288720684903,1.705981102400879
101,2019-06-30,300,2.441092355023845,1.2532288720684903,1.7140367409131614
102,2019-07-31,300,2.441092355023845,1.2532288720684903,1.666913353674513
103,2019-08-31,300,2.441092355023845,1.2532288720684903,1.6955583072097338
104,2019-09-30,300,2.441092355023845,1.2532288720684903,1.730502518456015
105,2019-10-31,300,2.441092355023845,1.2532288720684903,1.7987255936838782
106,2019-11-30,300,2.441092355023845,1.2532288720684903,1.8613716489363237
107,2019-12-31,300,2.441092355023845,1.2532288720684903,1.839546254639193
108,2020-01-31,300,2.441092355023845,1.2532288720684903,1.6051026779156692
109,2020-02-29,300,2.441092355023845,1.2532288720684903,1.290869106148624
110,2020-03-31,300,2.441092355023845,1.2532288720684903,1.4640541790218344
111,2020-04-30,300,2.441092355023845,1.2532288720684903,1.4521376935162043
112,2020-05-31,300,2.441092355023845,1.2532288720684903,1.4242147364896214
113,2020-06-30,300,2.441092355023845,1.2532288720684903,1.5124452178112118
114,2020-07-31,300,2.441092355023845,1.2532288720684903,1.6572335944978362
115,2020-08-31,300,2.441092355023845,1.2532288720684903,1.540858598821251
116,2020-09-30,300,2.441092355023845,1.2532288720684903,1.4526194410813509
117,2020-10-31,300,2.441092355023845,1.2532288720684903,1.7231813530573337
118,2020-11-30,300,2.441092355023845,1.2532288720684903,1.8015214889304096
119,2020-12-31,300,2.441092355023845,1.2532288720684903,1.7499132502753665
