date,m2_level,gdp_real,cpi_level,m2_yoy,gdp_yoy,cpi_yoy,nominal_gdp_yoy,excess_liq_yoy,k,k_normalized,excess_share_pct,cumulative_excess_pct
2000-03-31,4728.6,13878.147,171.0,6.394563945639464,4.224744861233032,3.762135922330101,7.986880783563133,-1.5923168379236685,0.0019925305286755766,0.8084332165159341,-23.696055477489164,-22.338911774194173
2000-06-30,4723.3,14130.908,172.2,5.8039514358675826,5.2444568111355006,3.7349397590361377,8.979396570171637,-3.1754451343040557,0.0019410749931047847,0.7875560638046553,-26.97508735683345,-23.132773057770187
2000-09-30,4804.4,14145.312,173.6,6.4191733486908875,3.9731723525519014,3.45649582836709,7.429668180918991,-1.0104948322281038,0.0019564867291278743,0.7938090968929475,-25.9748727892015,-23.385396765827213
2000-12-31,4958.6,14229.765,174.6,6.193515226795743,2.9055943095086967,3.4360189573459543,6.341613266854651,-0.14809804005890825,0.0019958004158835752,0.8097599140973076,-23.493393855481905,-23.42242127584194
2001-03-31,5090.4,14183.12,176.1,7.651313285116079,2.1975051856706784,2.9824561403508643,5.179961326021543,2.4713519590945365,0.0020380778867271285,0.8269132330795421,-20.931672150880722,-22.804583286068308
2001-06-30,5130.0,14271.694,177.7,8.610505367010358,0.9962983270431103,3.193960511033689,4.190258838076799,4.420246528933559,0.0020228068325357238,0.8207172790994781,-21.844638277536642,-21.699521653834918
2001-09-30,5325.1,14214.516,178.1,10.837981849970868,0.48923629256110157,2.5921658986175045,3.081402191178606,7.756579658792263,0.002103447958827302,0.8534359572693436,-17.173408441753857,-19.760376739136852
2001-12-31,5480.8,14253.574,177.4,10.531198322107048,0.16731829373148877,1.603665521191311,1.7709838149227997,8.760214507184248,0.002167537222483403,0.879439016603184,-13.708850883427992,-17.57032311234079
2002-03-31,5492.7,14372.785,178.5,7.903111739745405,1.3372586567694578,1.3628620102214661,2.700120666990924,5.2029910727544815,0.0021409510106377137,0.8686521420995994,-15.120881136944252,-16.26957534415217
2002-06-30,5515.5,14460.848,179.6,7.5146198830409405,1.3253787532159889,1.0692177827799743,2.394596535995963,5.120023347044977,0.002123659062949857,0.8616362471419391,-16.058255826285816,-14.989569507390925
