month,date,agent_id,alpha,beta,lam,pp,birth
7,2011-08-31,11,1.2696945666395985,1.9803054333604015,1.559670715612749,0.6943920094966974,0
15,2012-04-30,113,1.0913807164142943,2.158619283585706,1.9778792598405062,0.6929565959110331,0
47,2014-12-31,16,0.8749064849081365,2.3750935150918635,2.7146827187379277,0.6997496205032583,0
47,2014-12-31,68,1.0858627696721834,2.1641372303278166,1.9930117237384968,0.697630222350802,0
50,2015-03-31,36,0.7710462374817857,2.4789537625182145,3.215052018948182,0.6994141638514274,0
53,2015-06-30,26,0.7852564465929108,2.4647435534070894,3.1387753186887886,0.6977090594559473,0
54,2015-07-31,89,0.6934973923424049,2.556502607657595,3.6863910894063703,0.6997070414752002,0
54,2015-07-31,29,0.6742961031857565,2.5757038968142436,3.819840993660145,0.6981919121274204,0
54,2015-07-31,91,0.6688582824612131,2.5811417175387867,3.859026321750701,0.6976765649798441,0
54,2015-07-31,39,0.8740007098899313,2.3759992901100686,2.7185324488000635,0.6914476438214049,0
55,2015-08-31,190,0.9717664187878778,2.278233581212122,2.344425097600977,0.6943111886397101,0
55,2015-08-31,192,0.9126690812656331,2.337330918734367,2.5609840047315955,0.6995528336605543,0
55,2015-08-31,199,0.7901953307150764,2.4598046692849236,3.1129071176097143,0.6990213531989719,0
55,2015-08-31,18,0.4254974542864821,2.8245025457135178,6.638118553376387,0.6994012571547296,0
55,2015-08-31,155,0.5485832881224697,2.7014167118775303,4.924351088278954,0.6994417918544449,0
55,2015-08-31,52,0.27024624181526513,2.979753758184735,11.026069181090165,0.6998312114258874,0
55,2015-08-31,50,0.634319329925602,2.615680670074398,4.123602335090728,0.697963409145675,0
55,2015-08-31,98,0.4910372781192778,2.7589627218807222,5.618642096681187,0.6989783335117712,0
55,2015-08-31,131,0.7191306634764367,2.5308693365235633,3.5193456002679415,0.6980055810966496,0
55,2015-08-31,5,0.5089877066910362,2.741012293308964,5.385222977443742,0.6983750644636001,0
55,2015-08-31,69,0.33474904506183334,2.9152509549381667,8.708765560181583,0.6977211300628536,0
55,2015-08-31,109,0.515075145922123,2.734924854077877,5.309758926887506,0.6974866021389552,0
55,2015-08-31,175,0.7026714983505499,2.5473285016494502,3.6252053877651873,0.6970315899700709,0
55,2015-08-31,129,0.534358161237017,2.7156418387629833,5.082062997739915,0.6969286378885292,0
55,2015-08-31,37,0.607284139672547,2.6427158603274528,4.351695833440386,0.6970042592818859,0
55,2015-08-31,193,0.5875843141315866,2.6624156858684134,4.531121103536093,0.6964650841957541,0
55,2015-08-31,85,0.3124582011181163,2.9375417988818837,9.401391252878097,0.696715142281748,0
55,2015-08-31,188,0.509783337169167,2.740216662830833,5.375257414350357,0.6952346822188498,0
55,2015-08-31,128,0.647441519381629,2.602558480618371,4.019758391621336,0.6943775899581943,0
55,2015-08-31,140,0.47750749978670604,2.772492500213294,5.806175822268166,0.6952571343848742,0
55,2015-08-31,60,0.5649577022239269,2.6850422977760733,4.75264305134091,0.6947833395613767,0
56,2015-09-30,99,0.5745162308314171,2.675483769168583,4.656933304210969,0.6995906755100023,0
56,2015-09-30,123,0.482221883134695,2.767778116865305,5.739636075561931,0.6989672809894584,0
56,2015-09-30,125,0.3644389781202043,2.885561021879796,7.917816685700507,0.6984656035622417,0
56,2015-09-30,153,0.6356849947461796,2.6143150052538204,4.112595116859225,0.6982135752350213,0
56,2015-09-30,164,0.3528845294844944,2.8971154705155056,8.209811506182232,0.697918062941384,0
