epoch,train_nll_win,train_nll_step,val_nll_win,val_nll_step,z_mean,z_std,ks_p,logdet_mean,logdet_std,lr,elapsed_sec
28,-243.0134298864471,-2.3366675950619915,-242.9220431857639,-2.335788876786191,-0.09836702793836594,0.9193515777587891,2.2010683117467585e-101,-382.9455871582031,14.311946868896484,9.524135262330099e-05,201.29161548614502
29,-247.1758577681195,-2.3766909400780722,-249.07723524305555,-2.394973415798611,-0.04370816424489021,0.7553744316101074,3.0396897999910476e-161,-374.4168701171875,14.266446113586426,9.49013787880308e-05,208.54580664634705
30,-250.86177575599902,-2.412132459192298,-242.66529405381945,-2.333320135132879,-0.10225037485361099,0.5620086193084717,0.0,-355.20294189453125,11.578274726867676,9.455032620941841e-05,215.78685593605042
31,-250.0397511630754,-2.4042283765680326,-264.60096028645836,-2.544240002754407,0.08247115463018417,0.9250747561454773,1.9683227465552296e-139,-405.0239562988281,13.50454330444336,9.418828150443471e-05,223.04737067222595
32,-253.46456254591087,-2.437159255249143,-255.017626953125,-2.452092566856971,-0.4608486592769623,0.8480276465415955,0.0,-399.02691650390625,15.799516677856445,9.381533400219321e-05,230.57211899757385
33,-254.24575802675074,-2.4446707502572185,-262.2563802083333,-2.5216959635416667,-0.21750612556934357,0.7893637418746948,7.540472524154985e-305,-392.6869812011719,14.460887908935547,9.343157572190959e-05,237.93411302566528
34,-256.32547556011264,-2.464668034231852,-260.2547200520833,-2.502449231270032,-0.2109517604112625,0.7621626257896423,0.0,-388.34478759765625,13.428491592407227,9.303710135019721e-05,244.9858100414276
35,-255.92828147955436,-2.4608488603803305,-259.9548448350694,-2.4995658157218212,0.05693665146827698,0.7443349361419678,2.9960252845397687e-200,-384.5028076171875,13.995911598205566,9.263200821770464e-05,252.05714678764343
36,-257.31290937193927,-2.4741625901148008,-251.12063259548611,-2.4146214672642894,-0.4160907566547394,0.8414828181266785,0.0,-392.5138854980469,14.344337463378906,9.221639627510079e-05,259.5751042366028
37,-254.92039246143486,-2.451157619821489,-266.0027669270833,-2.5577189127604165,-0.07248838990926743,0.7758057117462158,2.362099818163908e-149,-393.14306640625,18.540311813354492,9.179036806841354e-05,267.4057822227478
