month,date,agent_id,parent_id,alpha,beta,lam
11,2001-12-31,201,85,0.5054562395248297,2.74454376047517,5.429834565016482
11,2001-12-31,202,164,0.25,3.0,12.0
11,2001-12-31,203,52,0.26870968179924376,2.9812903182007564,11.094837738031764
11,2001-12-31,204,136,0.2636777757743144,2.9863222242256855,11.325650087331296
11,2001-12-31,205,69,0.4360214097015134,2.8139785902984866,6.453762424704898
11,2001-12-31,206,123,0.90446644152881,2.34553355847119,2.5932787008731464
11,2001-12-31,207,98,0.5182127501898014,2.7317872498101985,5.271555454414524
11,2001-12-31,208,176,0.5666858413119621,2.683314158688038,4.735100055571825
11,2001-12-31,209,125,0.25,3.0,12.0
11,2001-12-31,210,18,0.41088193370744674,2.8391180662925533,6.909814799289866
11,2001-12-31,211,28,0.25,3.0,12.0
11,2001-12-31,212,155,0.25,3.0,12.0
11,2001-12-31,213,150,0.25,3.0,12.0
11,2001-12-31,214,86,0.39739458492277124,2.8526054150772286,7.178269466433715
11,2001-12-31,215,37,0.8820549023793509,2.367945097620649,2.684577900120612
11,2001-12-31,216,188,0.25,3.0,12.0
11,2001-12-31,217,109,0.5242645937004482,2.7257354062995516,5.199159811766669
11,2001-12-31,218,75,0.265081709644858,2.984918290355142,11.260370601782268
11,2001-12-31,219,140,0.3792055714781178,2.870794428521882,7.570549180835394
11,2001-12-31,220,129,0.8351855088283981,2.414814491171602,2.8913510419488886
11,2001-12-31,221,161,0.7077222324798934,2.5422777675201065,3.5921971231733676
11,2001-12-31,222,26,1.186475878825734,2.0635241211742663,1.739204444018327
11,2001-12-31,223,199,0.7438436269401063,2.506156373059894,3.36919788285245
11,2001-12-31,224,6,2.724178683499868,0.525821316500132,0.1930201273818746
11,2001-12-31,225,-1,0.31836360131220487,2.931636398687795,9.208453436901761
11,2001-12-31,226,-1,1.7767946163987678,1.4732053836012322,0.8291365642401289
11,2001-12-31,227,-1,1.9934315571229841,1.2565684428770159,0.6303544450207037
11,2001-12-31,228,-1,0.5412178603145715,2.7087821396854284,5.004975515979841
11,2001-12-31,229,-1,0.6359338919257598,2.6140661080742404,4.110594106186452
11,2001-12-31,230,-1,1.4025643781198356,1.8474356218801644,1.3171841882628499
11,2001-12-31,231,-1,2.9071377583937497,0.34286224160625034,0.11793807865358552
11,2001-12-31,232,-1,1.8891170213945252,1.3608829786054748,0.7203804545686038
11,2001-12-31,233,-1,2.815813859400581,0.4341861405994192,0.154195611741128
11,2001-12-31,234,-1,2.4619925179356694,0.7880074820643306,0.3200689995293157
23,2002-12-31,235,230,0.9635317775687346,2.2864682224312656,2.3730075910943764
23,2002-12-31,236,222,1.009263774636688,2.240736225363312,2.2201690793568076
23,2002-12-31,237,232,1.9837985224716272,1.2662014775283728,0.6382712070733898
23,2002-12-31,238,227,2.355187643389454,0.8948123566105459,0.3799325115865427
23,2002-12-31,239,226,1.5580694650756852,1.6919305349243148,1.0859146994720976
23,2002-12-31,240,203,0.25,3.0,12.0
23,2002-12-31,241,211,0.25,3.0,12.0
23,2002-12-31,242,209,0.25,3.0,12.0
23,2002-12-31,243,234,2.1432681943778005,1.1067318056221995,0.5163757893320897
23,2002-12-31,244,215,0.7232230741695288,2.5267769258304713,3.493772552447872
23,2002-12-31,245,202,0.25,3.0,12.0
23,2002-12-31,246,231,2.8788589921179826,0.3711410078820174,0.1289194812591249
23,2002-12-31,247,205,0.25,3.0,12.0
23,2002-12-31,248,-1,1.4982164257098243,1.7517835742901757,1.1692460076054876
23,2002-12-31,249,-1,0.9315587981162348,2.3184412018837652,2.4887760241994763
23,2002-12-31,250,-1,0.9008214982433481,2.349178501756652,2.607817982072675
23,2002-12-31,251,-1,2.3015392706694775,0.9484607293305225,0.41209843404263613
23,2002-12-31,252,-1,2.4955640994157537,0.7544359005842463,0.3023107684394363
23,2002-12-31,253,-1,0.5395147195988437,2.7104852804011563,5.023932029911137
23,2002-12-31,254,-1,0.43303685662673996,2.8169631433732603,6.505134840754137
23,2002-12-31,255,-1,1.8846925753302424,1.3653074246697576,0.7244191665744338
23,2002-12-31,256,-1,0.6519764215299203,2.59802357847008,3.9848428450427513
23,2002-12-31,257,-1,2.5178265237549384,0.7321734762450616,0.2907958389258451
35,2003-12-31,258,243,1.8472110708493292,1.4027889291506708,0.759409117500407
35,2003-12-31,259,238,2.281604289606821,0.9683957103931791,0.4244363121179346
35,2003-12-31,260,246,3.0,0.25,0.08333333333333333
35,2003-12-31,261,252,2.6259939217557395,0.6240060782442605,0.23762662703615475
35,2003-12-31,262,237,1.8709517011025976,1.3790482988974024,0.7370838584901447
35,2003-12-31,263,234,2.421845628580857,0.828154371419143,0.34195175846299564
35,2003-12-31,264,231,2.494669015882755,0.7553309841172449,0.3027780356064454
35,2003-12-31,265,224,2.6527265603074683,0.5972734396925317,0.22515454424496123
35,2003-12-31,266,251,2.221623023666791,1.0283769763332091,0.462894453909589
35,2003-12-31,267,230,1.4722153450077125,1.7777846549922875,1.207557482008839
35,2003-12-31,268,232,1.7225188557488205,1.5274811442511795,0.8867717988417297
35,2003-12-31,269,222,1.3279374355892757,1.9220625644107243,1.4474044581458796
35,2003-12-31,270,248,1.8020311710557728,1.4479688289442272,0.803520411967065
35,2003-12-31,271,239,1.604698263376225,1.645301736623775,1.0253028710594612
35,2003-12-31,272,255,1.9902194978500034,1.2597805021499966,0.6329857101243926
35,2003-12-31,273,236,1.0252103789100482,2.224789621089952,2.170081055417363
35,2003-12-31,274,257,2.5178518416823628,0.7321481583176372,0.290782859498371
35,2003-12-31,275,235,0.7470643675058805,2.5029356324941197,3.350361416447048
35,2003-12-31,276,247,0.3449482785019924,2.9050517214980074,8.42170233205332
35,2003-12-31,277,242,0.25,3.0,12.0
35,2003-12-31,278,253,1.1674652122780222,2.0825347877219778,1.783808858559838
35,2003-12-31,279,256,1.123982892272493,2.126017107727507,1.89150308456126
35,2003-12-31,280,244,0.8389770399364791,2.411022960063521,2.8737651274057097
35,2003-12-31,281,250,0.6719043353349179,2.5780956646650823,3.836998109827648
35,2003-12-31,282,-1,1.277438880763822,1.972561119236178,1.5441530306770685
35,2003-12-31,283,-1,1.6903206089735023,1.5596793910264977,0.9227121664059101
35,2003-12-31,284,-1,0.529597732985219,2.720402267014781,5.136733217645226
35,2003-12-31,285,-1,2.542011022918539,0.7079889770814609,0.2785153056766068
35,2003-12-31,286,-1,0.3928951327790367,2.857104867220963,7.271927363955898
35,2003-12-31,287,-1,2.7933151397996707,0.4566848602003293,0.16349206492794133
35,2003-12-31,288,-1,0.5225611393446576,2.7274388606553424,5.219367946257571
35,2003-12-31,289,-1,2.56983111689382,0.6801688831061798,0.2646745455897143
35,2003-12-31,290,-1,2.732296145800947,0.5177038541990528,0.1894757473470332
35,2003-12-31,291,-1,2.94381937161313,0.30618062838687,0.1040079535243671
47,2004-12-31,292,243,2.001810752142816,1.248189247857184,0.623530094701047
47,2004-12-31,293,238,2.43430280469641,0.8156971953035899,0.3350845234741937
47,2004-12-31,294,252,2.5113041389226267,0.7386958610773733,0.29414830710002365
47,2004-12-31,295,246,2.791207636376916,0.45879236362308395,0.16437056048564425
47,2004-12-31,296,237,1.952752042051839,1.297247957948161,0.6643178089242134
47,2004-12-31,297,234,2.3863993044736036,0.8636006955263964,0.36188440631350716
47,2004-12-31,298,231,2.9529065120244904,0.2970934879755096,0.10061052958016763
47,2004-12-31,299,224,3.0,0.25,0.08333333333333333
47,2004-12-31,300,251,1.5315417383900882,1.7184582616099118,1.122044681208822
47,2004-12-31,301,291,2.8727642922602246,0.37723570773977544,0.13131453518693492
47,2004-12-31,302,274,2.5708055680940967,0.6791944319059033,0.2641951769263647
47,2004-12-31,303,290,2.821094342707077,0.42890565729292307,0.15203520520386143
47,2004-12-31,304,260,2.888425625603613,0.36157437439638684,0.1251804343484961
47,2004-12-31,305,285,2.014994488174964,1.2350055118250358,0.6129076377492298
47,2004-12-31,306,268,1.8209175008630534,1.4290824991369466,0.7848145226017158
47,2004-12-31,307,263,2.9400506928301127,0.30994930716988733,0.10542311665773628
47,2004-12-31,308,265,2.1925681388326272,1.0574318611673728,0.48228004523060036
47,2004-12-31,309,266,2.480771427776247,0.7692285722237528,0.31007635915626697
47,2004-12-31,310,232,1.790559454457657,1.459440545542343,0.8150751665402773
47,2004-12-31,311,289,2.551433813145166,0.6985661868548338,0.2737935756968383
47,2004-12-31,312,264,2.1787994626715705,1.0712005373284295,0.4916471459080311
47,2004-12-31,313,230,1.3022275264130725,1.9477724735869275,1.4957236228541257
47,2004-12-31,314,258,2.237224449259017,1.012775550740983,0.45269286730547786
47,2004-12-31,315,261,2.800790494352052,0.44920950564794815,0.16038668602803524
47,2004-12-31,316,222,1.7061693604487171,1.5438306395512829,0.904851930493735
47,2004-12-31,317,272,2.3434430645433113,0.9065569354566887,0.3868482871092744
47,2004-12-31,318,287,2.9250411434785435,0.3249588565214565,0.11109548227927012
47,2004-12-31,319,283,2.21350096682384,1.03649903317616,0.4682622906930265
47,2004-12-31,320,279,1.2556808398939827,1.9943191601060173,1.5882373105847485
47,2004-12-31,321,271,1.8530947164153426,1.3969052835846574,0.7538229272418705
47,2004-12-31,322,278,1.0784939262176096,2.1715060737823904,2.0134615698746567
47,2004-12-31,323,248,1.5181801704675857,1.7318198295324143,1.1407208862430533
47,2004-12-31,324,262,1.6617245541125145,1.5882754458874855,0.9557994686644945
47,2004-12-31,325,286,0.6897703131574926,2.5602296868425074,3.711713360238425
47,2004-12-31,326,259,1.9281132026723613,1.3218867973276387,0.6855856780066161
47,2004-12-31,327,276,0.5796533812272908,2.670346618772709,4.606799003084959
47,2004-12-31,328,277,0.25,3.0,12.0
47,2004-12-31,329,284,0.8809718610254147,2.3690281389745853,2.689107613740506
47,2004-12-31,330,280,1.064237736555857,2.185762263444143,2.053828941001306
47,2004-12-31,331,288,1.068754986638698,2.181245013361302,2.0409214839983627
47,2004-12-31,332,255,2.1039249826718356,1.1460750173281644,0.5447318829175793
47,2004-12-31,333,-1,2.8238345124267217,0.4261654875732783,0.15091730258904018
47,2004-12-31,334,-1,0.627871807603956,2.622128192396044,4.176215846356346
47,2004-12-31,335,-1,2.886920676249971,0.36307932375002894,0.12576698997551217
47,2004-12-31,336,-1,2.452431484234016,0.7975685157659842,0.3252154120893184
47,2004-12-31,337,-1,1.8826255122824738,1.3673744877175262,0.7263125240769402
47,2004-12-31,338,-1,2.402216287731254,0.8477837122687459,0.3529173108177639
47,2004-12-31,339,-1,2.436565807203486,0.8134341927965139,0.3338445407021921
47,2004-12-31,340,-1,2.8515744227476585,0.3984255772523415,0.13972126207684077
47,2004-12-31,341,-1,0.9468042230577648,2.303195776942235,2.432599814039609
47,2004-12-31,342,-1,1.8727087122353503,1.3772912877646497,0.7354540931892457
59,2005-12-31,343,243,1.9419261111588262,1.3080738888411738,0.6735961174447533
59,2005-12-31,344,238,2.448790484854827,0.8012095151451728,0.3271858168759061
59,2005-12-31,345,252,2.8421577102477626,0.40784228975223735,0.1434974168680752
59,2005-12-31,346,237,2.1664269641389593,1.0835730358610407,0.5001659662649666
59,2005-12-31,347,246,2.1914721395385524,1.0585278604614476,0.4830213632943272
59,2005-12-31,348,234,2.5533025366447473,0.6966974633552527,0.2728613054490485
59,2005-12-31,349,231,2.928747830363523,0.3212521696364772,0.10968925569689714
59,2005-12-31,350,224,2.848345769111676,0.4016542308883242,0.14101315761730346
59,2005-12-31,351,251,2.78640217516484,0.4635978248351602,0.16637864733497576
59,2005-12-31,352,230,0.7835928950784128,2.466407104921587,3.14756185311606
59,2005-12-31,353,320,1.078349812336651,2.171650187663349,2.0138642978549335
59,2005-12-31,354,232,2.0663889182325317,1.1836110817674683,0.5727920196067737
59,2005-12-31,355,313,0.8277492065768899,2.4222507934231103,2.9263100153731245
59,2005-12-31,356,323,1.9609648848836383,1.2890351151163617,0.6573473727413797
59,2005-12-31,357,324,1.772231537922712,1.477768462077288,0.8338461597458233
59,2005-12-31,358,300,1.7855169341431094,1.4644830658568906,0.8202011629532449
59,2005-12-31,359,326,1.756830104215823,1.493169895784177,0.8499227627082739
59,2005-12-31,360,316,1.9502984674385804,1.2997015325614196,0.666411605331557
59,2005-12-31,361,306,2.141458967659765,1.1085410323402352,0.5176569101165988
59,2005-12-31,362,274,2.5877152477235135,0.6622847522764865,0.2559341692866389
59,2005-12-31,363,310,1.860879722267266,1.389120277732734,0.7464857943855996
59,2005-12-31,364,291,3.0,0.25,0.08333333333333333
59,2005-12-31,365,268,1.4635152763270058,1.7864847236729942,1.2206806123380871
59,2005-12-31,366,321,1.8088361123432368,1.4411638876567632,0.796735468637799
59,2005-12-31,367,342,1.8269519524996427,1.4230480475003573,0.7789192515727288
59,2005-12-31,368,258,1.9622292301553776,1.2877707698446224,0.6562794754324658
59,2005-12-31,369,222,1.4864231528988223,1.7635768471011777,1.186456793048366
59,2005-12-31,370,296,1.635191217458316,1.614808782541684,0.9875351367479126
59,2005-12-31,371,337,1.8451228031866005,1.4048771968133995,0.7614003763798922
59,2005-12-31,372,312,2.6232361269692626,0.6267638730307374,0.23892773760891464
59,2005-12-31,373,292,1.7787342834990467,1.4712657165009533,0.8271419346608336
59,2005-12-31,374,317,2.096768059356215,1.153231940643785,0.5500045345968642
59,2005-12-31,375,297,2.4470911620229616,0.8029088379770384,0.32810744872834635
59,2005-12-31,376,308,2.4458836959782233,0.8041163040217767,0.3287630991383558
59,2005-12-31,377,290,2.735723962469145,0.514276037530855,0.1879853539999306
59,2005-12-31,378,311,2.950121990276263,0.299878009723737,0.10164935914926523
59,2005-12-31,379,305,2.272032682944922,0.9779673170550778,0.43043716949858035
59,2005-12-31,380,314,2.4897704693260354,0.7602295306739646,0.3053412111839184
59,2005-12-31,381,339,2.602800757600714,0.6471992423992861,0.24865493085067347
59,2005-12-31,382,302,3.0,0.25,0.08333333333333333
59,2005-12-31,383,319,2.1519524601640265,1.0980475398359735,0.5102564114043104
59,2005-12-31,384,260,2.398943312380046,0.8510566876199541,0.3547631506038388
59,2005-12-31,385,338,2.883492596186396,0.3665074038136038,0.12710537363554647
59,2005-12-31,386,332,1.966615153384788,1.283384846615212,0.6525856593784238
59,2005-12-31,387,293,2.46666693799932,0.78333306200068,0.3175674226355143
59,2005-12-31,388,318,3.0,0.25,0.08333333333333333
59,2005-12-31,389,304,2.4077477632859354,0.8422522367140646,0.34980916587567057
59,2005-12-31,390,294,2.135809974690785,1.114190025309215,0.5216709531804314
59,2005-12-31,391,303,2.340710961571421,0.9092890384285792,0.38846703132373683
59,2005-12-31,392,335,2.648679789242344,0.6013202107576561,0.22702638997734942
59,2005-12-31,393,295,2.923098618182014,0.326901381817986,0.11183385322158525
59,2005-12-31,394,263,2.5791019814246883,0.6708980185753117,0.26012853443069733
59,2005-12-31,395,340,2.9344566765462248,0.3155433234537752,0.10753040792040627
59,2005-12-31,396,298,2.5290767468567803,0.7209232531432197,0.28505392493098786
59,2005-12-31,397,309,1.7877403967864538,1.4622596032135462,0.8179373279487478
59,2005-12-31,398,266,2.2379290992839054,1.0120709007160946,0.4522354622583611
59,2005-12-31,399,283,1.5487877988820016,1.7012122011179984,1.0984152912013028
59,2005-12-31,400,285,2.6798267544335226,0.5701732455664774,0.2127649649825979
59,2005-12-31,401,307,3.0,0.25,0.08333333333333333
59,2005-12-31,402,301,2.9142367218778293,0.33576327812217066,0.11521482644203895
59,2005-12-31,403,265,2.8807664859202244,0.36923351407977556,0.12817196946868417
59,2005-12-31,404,333,2.892597924661242,0.3574020753387579,0.12355746793969437
59,2005-12-31,405,336,2.611450895914456,0.638549104085544,0.24451890138334087
59,2005-12-31,406,248,1.2868144468488596,1.9631855531511404,1.5256166558889455
59,2005-12-31,407,299,2.9461165758505623,0.3038834241494377,0.10314711462553197
59,2005-12-31,408,264,2.5537018448798423,0.6962981551201577,0.2726622751658466
59,2005-12-31,409,-1,0.7950616248354692,2.454938375164531,3.087733451696349
59,2005-12-31,410,-1,2.7542551246099345,0.4957448753900655,0.179992358355065
59,2005-12-31,411,-1,2.054739858150598,1.1952601418494022,0.5817087438626979
59,2005-12-31,412,-1,0.3494474538604146,2.9005525461395854,8.300396852507042
59,2005-12-31,413,-1,0.26493204385392627,2.985067956146074,11.267296747961261
59,2005-12-31,414,-1,0.39205927178959704,2.857940728210403,7.289562915232237
59,2005-12-31,415,-1,1.9162942385312511,1.3337057614687489,0.6959817206834433
59,2005-12-31,416,-1,2.454074979863392,0.7959250201366079,0.324327914455537
59,2005-12-31,417,-1,0.9060202567253183,2.343979743274682,2.587116265751788
59,2005-12-31,418,-1,2.5858743180384507,0.6641256819615493,0.2568282910459974
71,2006-12-31,419,243,1.9397888623312474,1.3102111376687526,0.6754400765525248
71,2006-12-31,420,237,2.2086286923899494,1.0413713076100506,0.47150130359086584
71,2006-12-31,421,234,2.376527298020897,0.8734727019791029,0.36754162374086996
71,2006-12-31,422,252,2.5549011239983095,0.6950988760016905,0.2720648832444407
71,2006-12-31,423,231,3.0,0.25,0.08333333333333333
71,2006-12-31,424,238,2.7534934830697617,0.4965065169302383,0.1803187550590106
71,2006-12-31,425,246,2.858117611700141,0.3918823882998592,0.13711205819369673
71,2006-12-31,426,224,3.0,0.25,0.08333333333333333
71,2006-12-31,427,291,2.9714573691433626,0.27854263085663744,0.09373939998235213
71,2006-12-31,428,312,1.927579995523332,1.322420004476668,0.6860519446912164
