phase,epoch,tr_nll1,tr_nll2,tr_total,va_nll1,va_nll2,va_total,track_metric,elapsed_s,best
A,1,1.4083786807931244,3.6543468004409743,1.4083786807931244,0.47078121763415043,1.14613622796219,0.47078121763415043,0.47078121763415043,5.796504259109497,True
A,2,0.49372765468000995,3.6543467236746205,0.49372765468000995,-0.3861744140101745,1.14613622796219,-0.3861744140101745,-0.3861744140101745,5.952188730239868,True
B,1,0.03430798106253596,1.5710439600811654,1.5710439600811654,-0.3861744140101745,1.0502161874180347,1.0502161874180347,1.0502161874180347,5.035150766372681,True
B,2,0.03430798207481764,1.2850821785882531,1.2850821785882531,-0.3861744140101745,0.9709282132376612,0.9709282132376612,0.9709282132376612,4.807910680770874,True
