epoch,tr_nll1,tr_nll2,tr_total,va_nll1,va_nll2,va_total,elapsed_s,best
1,1.386247221714941,1.6078027778365664,2.994050011915319,0.3703578900446934,1.045444081314897,1.4158019439309044,10.25960659980774,True
2,0.39534037022767793,1.2886884777169478,1.6840288491441,-0.5751917124849505,1.0365245996323307,0.4613328871473802,12.03330111503601,True
3,-0.24951194032980561,1.250515149104706,1.0010032061452836,-0.5247795033243905,0.9204793166270299,0.3956998133026393,11.746461391448975,True
