phase,epoch,tr_nll1,tr_nll2,tr_total,va_nll1,va_nll2,va_total,track_metric,elapsed_s,best
joint,1,1.4141136935620855,2.4630831933981123,3.8771968662923335,0.42703428046893227,1.0209464288390844,1.4479807224948849,1.4479807224948849,8.705025911331177,True
joint,2,0.35160985398726197,1.269237937942009,1.6208477710422717,-0.5779577435645382,1.0045069076318656,0.42654916406732746,0.42654916406732746,8.545578002929688,True
