epoch,tr_nll1,tr_nll2,tr_total,va_nll1,va_nll2,va_total,elapsed_s,best
1,1.3794831690773506,1.4246841986481988,2.804167378428551,0.3975321621493956,1.0226592954281157,1.4201914536214508,7.457351922988892,True
2,0.3467462150950919,1.2557938733706164,1.602540087035566,-0.5571806488838871,0.9236589912819652,0.366478342398078,8.131263017654419,True
3,-0.27038127766207043,1.2345992884030652,0.9642180141649748,-0.5551380045646059,0.9545921013418552,0.39945409677724925,7.488353490829468,False
