date,sp_quarterly_return,tbill_quarterly_return,vix_quarterly_avg,top1_quarterly_growth,next9_quarterly_growth,mid_quarterly_growth,sp_1q_lag,sp_2q_lag,top1_1q_lag,next9_1q_lag,mid_1q_lag,m2_quarterly_growth,sent_m1,sent_m2,sent_m3
1990-07-01,-0.2508278109844517,0.01935,6.819426871984234,0.02039878431232145,0.011051679933720804,0.015918807478529917,0.0335512440906347,0.004812533838411737,0.02039878431232145,0.011051679933720804,0.015918807478529917,0.017110087430666443,0.05558794659251968,0.034517335919513094,-0.19035871903742513
1990-10-01,0.043409630090573526,0.017825,18.74860185165834,-0.024923722058082243,-0.012876530196091807,0.009168071591049154,-0.2508278109844517,-0.2256921520048759,-0.024923722058082243,-0.012876530196091807,0.009168071591049154,0.0069322488215177724,-0.25754227687915165,-0.22105909932044246,-0.21425251464049022
1991-01-01,0.29357033626701456,0.01615,12.199886737863503,0.037096912129299664,0.017006709065205294,0.01436546813606987,0.043409630090573526,-0.21830652338514156,0.037096912129299664,0.017006709065205294,0.01436546813606987,0.009974909736246262,-0.24125317123628431,-0.302165346280221,-0.29410250751035555
1991-04-01,-0.019881843200389437,0.0144,14.637606913616644,0.03769473018376779,0.01823046091254965,0.017480294217486536,0.29357033626701456,0.3497237460605045,0.03769473018376779,0.01823046091254965,0.017480294217486536,0.010391420261754547,-0.19736931521085002,-0.12739275147517523,-0.13629361722738512
1991-07-01,0.07487621863884608,0.01395,10.938385327570781,0.000841470697228619,-0.0009967422764476375,0.009713848179089712,-0.019881843200389437,0.26785177367267865,0.000841470697228619,-0.0009967422764476375,0.009713848179089712,0.007406074780366589,-0.016189887033154566,-0.026111212855715667,-0.01938913267616543
1991-10-01,0.05428507204983912,0.01275,9.854096861876824,0.015714293014039926,0.007596329284923264,0.017893401393976438,0.07487621863884608,0.05350569820004103,0.015714293014039926,0.007596329284923264,0.017893401393976438,0.004553842490624405,-0.031210118035475413,-0.039702331121530265,-0.11913506612181664
1992-01-01,0.0724438998103134,0.009649999999999999,13.019313780821884,0.04513338513739429,0.022846603907000773,0.018163192877026058,0.05428507204983912,0.13322595161231443,0.04513338513739429,0.022846603907000773,0.018163192877026058,0.0062516666172853785,-0.11412559089160734,-0.012312342765771093,0.07463333112637288
1992-04-01,-0.07422678126514315,0.010025,11.16205671039401,-0.0035351618546871633,-0.004386506614014518,0.006262046261724663,0.0724438998103134,0.13066159418092682,-0.0035351618546871633,-0.004386506614014518,0.006262046261724663,0.0005005594487959009,0.0964872726509648,0.03067571697756648,0.0032397257492712307
1992-07-01,0.022961087013531056,0.008875,10.96494545210647,-0.006506631390906015,0.006268056162840097,0.010739064928653619,-0.07422678126514315,-0.00716015896004385,-0.006506631390906015,0.006268056162840097,0.010739064928653619,0.0034788761461126416,0.03945790176900724,-0.02035011015686905,0.03488665163299189
1992-10-01,0.14566373081379935,0.0065249999999999996,8.25027024793714,0.008803078319027824,0.013859686767618173,0.017947173666703398,0.022961087013531056,-0.052970021834975345,0.008803078319027824,0.013859686767618173,0.017947173666703398,0.011869436201780381,-0.04535123012028634,-0.059303821094574466,0.040707405229719974
1993-01-01,0.037102449711963637,0.0077,8.472027984012943,0.04906878550320726,0.022639940118696078,0.0151437290154941,0.14566373081379935,0.17196941542526156,0.04906878550320726,0.022639940118696078,0.0151437290154941,-0.010886921178690612,0.2063002562330615,0.22156969289625844,0.21882499488336699
1993-04-01,0.018062035986136316,0.0072499999999999995,11.264800038409605,0.033808178821240986,0.014524373806517499,0.005651978934716251,0.037102449711963637,0.1881706617731389,0.033808178821240986,0.014524373806517499,0.005651978934716251,0.007575535132278377,0.23770084256126034,0.1588676817715168,0.0937949420223313
1993-07-01,0.0839939589975065,0.007475000000000001,7.902279799312388,0.01786997464117146,0.006453259844145576,0.011646849962570593,0.018062035986136316,0.05583463147997114,0.01786997464117146,0.006453259844145576,0.011646849962570593,0.006323765117295599,0.11507638171315193,0.10593642078099712,0.12848816427492327
1993-10-01,0.022296894475956286,0.0073,6.868125394688154,0.029303397579334867,0.010529063990763587,0.014907721267077179,0.0839939589975065,0.10357309689367389,0.029303397579334867,0.010529063990763587,0.014907721267077179,0.009469477586007358,0.21256674627463024,0.24042839340625272,0.32584612965583803
1994-01-01,-0.029119451200492974,0.007574999999999999,8.96310644870446,0.036209620528736775,0.012363296266201473,0.011718599261233864,0.022296894475956286,0.10816365791384808,0.036209620528736775,0.012363296266201473,0.011718599261233864,-0.005335781290341068,0.3653825194604935,0.3804931111874119,0.24115260424358503
1994-04-01,-0.04289812943994542,0.009125,10.3718385019808,0.013104781889787809,0.0026550659915303143,0.006716843814556173,-0.029119451200492974,-0.00747183005515184,0.013104781889787809,0.0026550659915303143,0.006716843814556173,0.004729905113488808,0.19488766212617198,0.15613555957873662,0.14779543636306638
1994-07-01,0.06587873932895993,0.0105,12.306518272826628,0.016596691415982523,0.0017691667145647294,0.008524073486439354,-0.04289812943994542,-0.0707684106536195,0.016596691415982523,0.0017691667145647294,0.008524073486439354,0.002784395900909953,0.12003285338481268,0.17020039188285027,0.25800779606065444
1994-10-01,-0.022489437047663707,0.011825,6.381194155777256,0.023136154828057975,0.007156541361186486,0.01280296147669091,0.06587873932895993,0.020154535201940327,0.023136154828057975,0.007156541361186486,0.01280296147669091,0.001316768763954812,0.20084232638279598,0.18319644130045368,0.1907949263850848
1995-01-01,0.04158007819916065,0.013825,10.097119535526096,0.02452637866935703,0.0010863206060738317,0.0028747252999528072,-0.022489437047663707,0.04190772652037822,0.02452637866935703,0.0010863206060738317,0.0028747252999528072,-0.005031446540880502,0.25668656008858837,0.17699643440784946,0.09736451905752931
1995-04-01,0.08766352276811307,0.01425,6.937419867363065,0.032345458851640085,0.016066909932251905,0.013611564371864393,0.04158007819916065,0.01815552860040004,0.032345458851640085,0.016066909932251905,0.013611564371864393,0.008159981611309153,-0.0016428681030388802,0.06671333811245858,0.03578770812600851
1995-07-01,0.0943130118093547,0.01365,6.132384259831064,0.035217309307383315,0.008046761211274012,0.019692222761839906,0.08766352276811307,0.13288865709918585,0.035217309307383315,0.008046761211274012,0.019692222761839906,0.02399680802553572,-0.035843339189887045,0.04011267005285669,0.12455503522388396
1995-10-01,0.018010168986243746,0.01315,8.716629102518262,0.040147903344814884,0.0044996929347587145,0.0035226037758251394,0.0943130118093547,0.19024434543554647,0.040147903344814884,0.0044996929347587145,0.0035226037758251394,0.009045365989423848,0.21425241579612095,0.22493612189446727,0.15766112854083378
1996-01-01,0.04683985104848931,0.012424999999999999,10.33195188594949,0.029362389031877045,0.02876180271172868,0.019658970945789278,0.018010168986243746,0.11402177407588643,0.029362389031877045,0.02876180271172868,0.019658970945789278,0.006012963729140841,0.08016596923792554,0.027054780872628813,0.06202117732629694
1996-04-01,0.04788825124408702,0.012575000000000001,10.206052594871108,0.01254441571233178,0.02184263214012705,0.0207429479348038,0.04683985104848931,0.06569361366740689,0.01254441571233178,0.02184263214012705,0.0207429479348038,0.013845858580319614,0.10518447958653973,0.12102546021342278,0.12488641565845858
1996-07-01,-0.0006346346395701419,0.0127,9.713701937162822,0.014505696733511986,0.015988664103648853,0.016841126464341105,0.04788825124408702,0.09697118084782197,0.014505696733511986,0.015988664103648853,0.016841126464341105,0.014603277624533506,0.07420971446360151,0.10220268693181776,0.1622905863388892
1996-10-01,0.04682574559658481,0.012424999999999999,14.157041810884355,0.00234016009270821,0.012243448234751986,0.012659243386106578,-0.0006346346395701419,0.04722322506144905,0.00234016009270821,0.012243448234751986,0.012659243386106578,0.011701050162588489,0.21304663717746736,0.24520435448615782,0.2606147949894269
1997-01-01,-0.0552935346596416,0.012624999999999999,8.018180981676995,0.026638267237032,0.027909801743789098,0.015889056606867458,0.04682574559658481,0.046161393716835475,0.026638267237032,0.027909801743789098,0.015889056606867458,0.012408778354453753,0.32211016262731246,0.3498405112374213,0.31389148799436434
1997-04-01,0.15708196503413885,0.01295,8.908320235976053,-0.001875505274142708,0.012397323409206296,0.00925896729603104,-0.0552935346596416,-0.01105695005016516,-0.001875505274142708,0.012397323409206296,0.00925896729603104,0.0074685125429374555,0.2371890790039493,0.22436611702044804,0.22665630040630216
1997-07-01,0.1449403661093116,0.0126,11.064996545978342,0.05461760453044806,0.04664604613628254,0.031571917748989486,0.15708196503413885,0.09310281329647752,0.05461760453044806,0.04664604613628254,0.031571917748989486,0.02154203796977927,0.31270432074864707,0.39185696167330586,0.4040724087146021
1997-10-01,-0.03701912220574399,0.012424999999999999,8.02861861555932,0.034833212795919,0.0322751865418629,0.023699044008698822,0.1449403661093116,0.32478984866466853,0.034833212795919,0.0322751865418629,0.023699044008698822,0.015246908897822875,0.2757302309075991,0.21281341679634586,0.17497401436169943
1998-01-01,0.09990390544983407,0.01295,19.997930282577876,0.020305603483199652,0.02045360542745156,0.010506516184976444,-0.03701912220574399,0.10255567877802174,0.020305603483199652,0.02045360542745156,0.010506516184976444,0.015665471209404203,0.27002037388663136,0.12271100583095704,0.1720848275082452
