date,m2_level,m2_growth,cpi,pi_e_annual,pi_e_monthly,tb3_pct,tbill_wr,sp_close,sp_return,sp_next_return,metab_max
2007-03-01,7168.2,0.004751692527648066,205.288,0.027981972959439272,0.0023318310799532727,4.94,0.004116666666666667,1420.8599853515625,0.009979982939206433,0.043290690426759815,0.004751692527648066
2007-04-01,7240.7,0.010114115119555844,205.904,0.025929247633283525,0.0021607706361069603,4.87,0.004058333333333333,1482.3699951171875,0.043290690426759815,0.032549228707361655,0.010114115119555844
2007-05-01,7254.6,0.0019197038960321322,206.755,0.02709885742672613,0.002258238118893844,4.73,0.003941666666666667,1530.6199951171875,0.032549228707361655,-0.01781632254788501,0.003941666666666667
2007-06-01,7287.8,0.0045764066936839765,207.234,0.02692765113974227,0.002243970928311856,4.61,0.003841666666666667,1503.3499755859375,-0.01781632254788501,-0.03198187836198829,0.0045764066936839765
2007-07-01,7318.7,0.00423996267735105,207.603,0.023178905864958077,0.0019315754887465064,4.82,0.004016666666666667,1455.27001953125,-0.03198187836198829,0.012863572018857905,0.00423996267735105
2007-08-01,7394.8,0.01039802150655178,207.667,0.01897448478900876,0.00158120706575073,4.2,0.0035,1473.989990234375,0.012863572018857905,0.03579400817860079,0.01039802150655178
2007-09-01,7413.0,0.002461188943581938,208.547,0.028338264299802685,0.002361522024983557,3.89,0.003241666666666667,1526.75,0.03579400817860079,0.014822338223554832,0.003241666666666667
2007-10-01,7428.1,0.0020369620936193655,209.19,0.03610698365527476,0.00300891530460623,3.9,0.00325,1549.3800048828125,0.014822338223554832,-0.04404341737941575,0.00325
2007-11-01,7453.6,0.003432910165452885,210.834,0.04373267326732666,0.0036443894389438882,3.27,0.002725,1481.1400146484375,-0.04404341737941575,-0.008628508561297932,0.003432910165452885
2007-12-01,7483.9,0.004065149726306672,211.445,0.04108813392417532,0.003424011160347943,3.0,0.0025,1468.3599853515625,-0.008628508561297932,-0.06116343227776988,0.004065149726306672
2008-01-01,7517.5,0.0044896377557157585,212.174,0.04294695655165981,0.003578913045971651,2.75,0.0022916666666666667,1378.550048828125,-0.06116343227776988,-0.03476119273728817,0.0044896377557157585
2008-02-01,7604.0,0.011506484868639921,212.687,0.04142959270611968,0.0034524660588433065,2.12,0.0017666666666666666,1330.6300048828125,-0.03476119273728817,-0.005959623397817415,0.011506484868639921
2008-03-01,7670.0,0.008679642293529799,213.448,0.03974903550134434,0.0033124196251120286,1.26,0.00105,1322.699951171875,-0.005959623397817415,0.047546697641229096,0.008679642293529799
2008-04-01,7712.5,0.005541069100391205,213.942,0.039037609759888126,0.003253134146657344,1.29,0.001075,1385.5899658203125,0.047546697641229096,0.01067418170406853,0.005541069100391205
2008-05-01,7725.2,0.001646677471636826,215.208,0.04088413823123993,0.0034070115192699943,1.73,0.0014416666666666666,1400.3800048828125,0.01067418170406853,-0.08596238482631446,0.001646677471636826
2008-06-01,7743.9,0.002420649303577882,217.463,0.04935966105947864,0.004113305088289887,1.86,0.0015500000000000002,1280.0,-0.08596238482631446,-0.009859371185302779,0.002420649303577882
2008-07-01,7791.2,0.0061080334198531094,219.016,0.054975120783418374,0.0045812600652848645,1.63,0.0013583333333333331,1267.3800048828125,-0.009859371185302779,0.012190464669121548,0.0061080334198531094
2008-08-01,7805.8,0.0018739090255672775,218.69,0.053080171620912386,0.004423347635076032,1.72,0.0014333333333333333,1282.8299560546875,0.012190464669121548,-0.09079143354379215,0.0018739090255672775
2008-09-01,7872.4,0.00853211714366231,218.877,0.04953319875136075,0.004127766562613396,1.13,0.0009416666666666666,1166.3599853515625,-0.09079143354379215,-0.16942452401777075,0.00853211714366231
2008-10-01,7974.9,0.01302017173924086,216.995,0.03731057889956513,0.003109214908297094,0.67,0.0005583333333333333,968.75,-0.16942452401777075,-0.0748490423387097,0.01302017173924086
2008-11-01,8027.0,0.006532997278962727,213.153,0.010999174706166848,0.0009165978921805706,0.19,0.00015833333333333332,896.239990234375,-0.0748490423387097,0.007821576633499472,0.006532997278962727
2008-12-01,8204.7,0.022137784975707175,211.398,-0.0002222800255385904,-1.85233354615492e-05,0.03,2.4999999999999998e-05,903.25,0.007821576633499472,-0.08565734305805428,0.022137784975707175
2009-01-01,8289.0,0.010274598705619864,211.933,-0.0011358601902212717,-9.465501585177265e-05,0.13,0.00010833333333333333,825.8800048828125,-0.08565734305805428,-0.10993119762019943,0.010274598705619864
2009-02-01,8319.3,0.0036554469779224164,212.705,8.463140671510772e-05,7.0526172262589766e-06,0.3,0.00025,735.0900268554688,-0.10993119762019943,0.08540446199532292,0.0036554469779224164
