date,equity_mf,total_fa,eq_pct,eq_pct_chg,sp_qret
2000-04-01,10309147,34949153.0,29.497558925104713,-1.1447615713114452,0.04157171550086236
2000-07-01,10205642,35248380.0,28.95350651576044,-0.5440524093442711,-0.014871695611821112
2000-10-01,8985195,34355803.0,26.153354645793026,-2.800151869967415,-0.0009993721717763693
2001-01-01,8007575,33463335.0,23.9293991468573,-2.2239554989357266,-0.04434728806893806
2001-04-01,8647907,34503338.0,25.06397207133988,1.1345729244825797,-0.08532151887241457
2001-07-01,7219687,33283062.0,21.691775233901257,-3.372196837438622,-0.03059720332299809
2001-10-01,8155769,34543657.0,23.610033529455205,1.9182582955539473,-0.1250381460284391
2002-01-01,8213383,34898387.0,23.535136452008512,-0.0748970774466926,0.06644767775226046
2002-04-01,7432721,34094295.0,21.800483042690864,-1.734653409317648,-0.04714201869440704
2002-07-01,6068395,32765639.0,18.520606297347047,-3.2798767453438167,-0.15349333477213944
2002-10-01,6429466,33479334.0,19.204282857000678,0.6836765596536303,-0.02836706685907897
2003-01-01,6091015,33470694.0,18.198054094725375,-1.0062287622753026,-0.033936954962041854
2003-04-01,7203816,35304763.0,20.404657581188125,2.2066034864627504,0.0715437300803885
2003-07-01,7621945,36026776.0,21.156333833479852,0.7516762522917269,0.08003971558729628
2003-10-01,8556349,37678285.0,22.70896618569555,1.5526323522156993,0.060990965988235946
2004-01-01,9013369,39526878.0,22.803139170262828,0.09417298456727607,0.07653876610587895
2004-04-01,8964725,39970296.0,22.428467880247872,-0.37467129001495536,-0.021067389205325138
2004-07-01,8908924,40630724.0,21.92656965699159,-0.5018982232562834,-0.005039355078964802
2004-10-01,9665200,42437373.0,22.775208069547567,0.848638412555978,0.025850471286795296
2005-01-01,9689584,42764274.0,22.65812813751965,-0.11707993202791656,0.04518675505729908
2005-04-01,9971681,43811370.0,22.76048660427647,0.1023584667568187,-0.020672702719572
2005-07-01,10504119,44943946.0,23.37159936957916,0.6111127653026927,0.06684538164582032
2005-10-01,10644930,45855481.0,23.21408426617529,-0.15751510340387043,-0.02201465164148253
2006-01-01,12065174,48024991.0,25.122699138038364,1.9086148718630724,0.06053797872252198
2006-04-01,11712617,48132754.0,24.333984712364472,-0.7887144256738914,0.02385009557603812
2006-07-01,12098615,49195412.0,24.592974239142464,0.2589895267779916,-0.02590393141462921
2006-10-01,13035790,50768266.0,25.677044002251325,1.084069763108861,0.07933193216284828
2007-01-01,13661630,52004908.0,26.26988591153743,0.5928419092861041,0.04376101382661579
2007-04-01,14055737,52983258.0,26.528638537101664,0.2587526255642345,0.03068333879078211
2007-07-01,14142364,54128644.0,26.12731994542483,-0.4013185916768336,-0.018281519239597865
2007-10-01,13428498,53827959.0,24.947068864342413,-1.1802510810824174,0.06466840111354433
2008-01-01,12381384,52567495.0,23.553307990042136,-1.393760874300277,-0.11025697731758721
2008-04-01,11902353,51922906.0,22.92312568175595,-0.6301823082861873,0.005106754737103758
2008-07-01,10397889,50225103.0,20.70257377072975,-2.220551911026199,-0.08531381133921245
2008-10-01,8106763,47406508.0,17.100527632197675,-3.6020461385320743,-0.2356278335876264
2009-01-01,7217230,46121365.0,15.648344319384302,-1.4521833128133732,-0.14747870463709678
2009-04-01,8773997,47240282.0,18.573125791247396,2.924781471863094,0.056824226762143715
2009-07-01,10364543,49352852.0,21.000899806155076,2.42777401490768,0.13138023536727217
2009-10-01,10659323,49774061.0,21.415417560564325,0.41451775440924976,0.049327542735983165
2010-01-01,11266723,50963590.0,22.107396672801112,0.6919791122367869,0.03636404119094272
2010-04-01,10290590,50328013.0,20.447042087673918,-1.6603545851271946,0.10505922206789187
2010-07-01,11536797,52458684.0,21.992158629065113,1.5451165413911951,-0.07170362101449956
2010-10-01,12532947,54366274.0,23.052797401565535,1.0606387725004218,0.07412857297518793
2011-01-01,13405089,55691151.0,24.070411114325864,1.0176137127603297,0.08692931773460044
2011-04-01,13356072,56133202.0,23.79353310363446,-0.27687801069140505,0.06025098010183294
2011-07-01,11350799,54297392.0,20.904869611417066,-2.8886634922173933,-0.05230964632185309
2011-10-01,12068619,55775182.0,21.637973319387825,0.7331037079707592,-0.030163725806363284
2012-01-01,13554837,57842516.0,23.43403768950853,1.7960643701207033,0.047163474865282495
2012-04-01,13124122,57712666.0,22.740453542728385,-0.6935841467801431,0.06514732269129686
2012-07-01,13905169,59306840.0,23.446147189767654,0.7056936470392685,-0.013298486623664507
2012-10-01,14027613,60057966.0,23.356790005176002,-0.08935718459165187,0.023808897985545974
2013-01-01,15702162,62384224.0,25.170084667559543,1.8132946623835409,0.060864171971700465
2013-04-01,15916047,63027780.0,25.252431546851245,0.08234687929170192,0.06639029304257638
2013-07-01,16741455,64962145.0,25.771093303646303,0.5186617567950584,0.05518383366216373
2013-10-01,17744476,66970773.0,26.495850660108104,0.7247573564618008,0.04200557587168263
2014-01-01,18663751,68393148.0,27.28891935197953,0.7930686918714258,0.014830249341606816
2014-04-01,19651622,70093262.0,28.036392428133823,0.7474730761542929,0.05686107702559551
2014-07-01,19300186,70278518.0,27.46242600050274,-0.5739664276310812,0.024799009519534287
2014-10-01,19968765,71553356.0,27.907517014296296,0.4450910137935544,0.045258901259094486
2015-01-01,20380713,72692943.0,28.036714650554178,0.1291976362578815,-0.011426901234258713
2015-04-01,20448159,73062304.0,27.987290135279608,-0.049424515274569814,0.04537367103311407
2015-07-01,18824087,71726345.0,26.244313717644474,-1.7429764176351341,0.008789254445755512
2015-10-01,19540253,72871177.0,26.814789885992923,0.5704761683484492,-0.011635856075589035
2016-01-01,19830523,73736714.0,26.893689621156703,0.07889973516378035,-0.06690525450158324
2016-04-01,20384607,74875054.0,27.224831116649344,0.33114149549264127,0.06445597411825488
2016-07-01,20996017,76108917.0,27.586803002334143,0.3619718856847989,0.052437924886302056
2016-10-01,21203069,76422833.0,27.744416384040615,0.1576133817064722,-0.02183023241656301
2017-01-01,22430165,78405456.0,28.6079134594919,0.863497075451285,0.07182946728045825
2017-04-01,23116482,79990503.0,28.899033176475964,0.29111971698406336,0.04622020061168275
2017-07-01,23876400,81321878.0,29.36036474711024,0.4613315706342753,0.03611278391895367
2017-10-01,25195220,83572275.0,30.147821152409698,0.7874564052994586,0.04248874989388085
2018-01-01,25122191,83936798.0,29.92988962957581,-0.2179315228338865,0.09651454528303938
2018-04-01,25521826,84834954.0,30.084092460284705,0.1542028307088934,-0.06224215018667123
2018-07-01,26639332,86554681.0,30.777459626938025,0.6933671666533208,0.06353353869154721
2018-10-01,23078629,82643145.0,27.92564222961263,-2.8518173973253944,-0.037123324436757255
2019-01-01,26617487,88003873.0,30.245813158700415,2.3201709290877837,-0.002817339643785166
2019-04-01,27461520,89877377.0,30.55442973152187,0.3086165728214567,0.08939387291109036
2019-07-01,27286628,90473683.0,30.159740484976165,-0.39468924654570614,0.011728376644687843
2019-10-01,29255093,93680216.0,31.228677995362435,1.0689375103862702,0.01918553272722079
2020-01-01,22511416,86808903.0,25.932151221862576,-5.29652677349986,0.061878599043903915
2020-04-01,27312425,93975063.0,29.063481447200516,3.1313302253379405,-0.09706654616768584
2020-07-01,29832029,97663716.0,30.545662423903675,1.4821809767031588,0.12315839143461149
2020-10-01,34738220,104953322.0,33.0987331682555,2.5530707443518246,-0.00035466635538827784
2021-01-01,37632715,108956194.0,34.539307604669084,1.4405744364135842,0.13586711599046608
2021-04-01,40782353,113765853.0,35.84762204525465,1.3083144405855691,0.12571345224549169
2021-07-01,41277857,115471524.0,35.747217643026865,-0.10040440222778813,0.05120333489197049
2021-10-01,43292640,118994851.0,36.38194395486911,0.6347263118422433,0.047806074815152755
2022-01-01,41223189,116842838.0,35.2808864502247,-1.1010575046444089,-0.01950546543624998
2022-04-01,34240005,108869798.0,31.450416579261038,-3.830469870963661,-0.08495524255053555
2022-07-01,32534036,106723689.0,30.484362286239936,-0.9660542930211022,-0.00039694202200302175
2022-10-01,34192272,108874348.0,31.405259942406268,0.920897656166332,-0.06254041632688379
2023-01-01,36279345,112139924.0,32.351854456402165,0.9465945139958976,0.052846377878928985
2023-04-01,38379343,115421354.0,33.25150994156593,0.8996554851637626,0.022783663000425003
2023-07-01,37006173,113957016.0,32.473799594752464,-0.7777103468134641,0.10060726575825663
2023-10-01,40521858,118901747.0,34.080119949793506,1.606320355041042,-0.08611104904242195
2024-01-01,44029077,123489318.0,35.654158362102216,1.5740384123087097,0.15543185846106988
2024-04-01,44830463,124847290.0,35.908238777149265,0.25408041504704926,0.039218689524098904
2024-07-01,47897662,129409520.0,37.012471725418656,1.1042329482693916,0.0966322130518944
2024-10-01,48369976,130381292.0,37.098862312240314,0.08639058682165768,0.03316560076465547
2025-01-01,46804125,128913030.0,36.30674494269508,-0.792117369545231,0.05872973707123852
2025-04-01,51170106,134729337.0,37.97992860307774,1.673183660382655,-0.07805105567413484
2025-07-01,56180470,141248596.0,39.77417941910021,1.794250816022469,0.13832317662588056
2025-10-01,57673841,143865869.0,40.088619629441084,0.31444021034087655,0.07899972202262462
