date,sp_return,m2_growth,cpi_inflation,m2_growth_lagged
2018-10-31,-0.0371233244367572,0.0057849956965276,0.0062018836529811,0.0098818030906462
2019-01-31,-0.0028173396437851,0.014246033416102,-0.0008347443545961,0.0057849956965276
2019-04-30,0.0893938729110903,0.009336293284093,0.0105796223486602,0.014246033416102
2019-07-31,0.0117283766446878,0.0200141147128751,0.0022293355483029,0.009336293284093
2019-10-31,0.0191855327272207,0.0199707123088912,0.0052892471520942,0.0200141147128751
2020-01-31,0.0618785990439039,0.0160035826950559,0.0076685267640139,0.0199707123088912
2020-04-30,-0.0970665461676858,0.1061897569860828,-0.0119439502637703,0.0160035826950559
2020-07-31,0.1231583914346114,0.0744258817600629,0.0090613673290838,0.1061897569860828
2020-10-31,-0.0003546663553882,0.0230264951950869,0.0076136434012512,0.0744258817600629
2021-01-31,0.135867115990466,0.0331279054889752,0.0090965315631974,0.0230264951950869
2021-04-30,0.1257134522454916,0.0411734351617731,0.0149493503675475,0.0331279054889752
2021-07-31,0.0512033348919704,0.0226199267479145,0.0198376679394181,0.0411734351617731
2021-10-31,0.0478060748151527,0.0255557763421265,0.0170906536522215,0.0226199267479145
2022-01-31,-0.0195054654362499,0.0231326143871157,0.0216705839811968,0.0255557763421265
2022-04-30,-0.0849552425505355,0.0055103671576575,0.0212994128327368,0.0231326143871157
2022-07-31,-0.000396942022003,-0.0053515485038632,0.022012676695742,0.0055103671576575
2022-10-31,-0.0625404163268837,-0.0088302259743499,0.0104912296168699,-0.0053515485038632
2023-01-31,0.0528463778789289,-0.0084709039824431,0.0080971252353132,-0.0088302259743499
2023-04-30,0.022783663000425,-0.0243657160043044,0.0080720324878504,-0.0084709039824431
2023-07-31,0.1006072657582566,0.0014449892589132,0.005824761841866,-0.0243657160043044
2023-10-31,-0.0861110490424219,-0.0028136633415739,0.0101343033199938,0.0014449892589132
2024-01-31,0.1554318584610698,0.0053441631416732,0.0065064219229367,-0.0028136633415739
2024-04-30,0.0392186895240989,0.0055220522268117,0.0107362656523453,0.0053441631416732
2024-07-31,0.0966322130518944,0.0064698360593165,0.0017442807717005,0.0055220522268117
2024-10-31,0.0331656007646554,0.0112162469660193,0.0065759051436844,0.0064698360593165
2025-01-31,0.0587297370712385,0.0101542356195207,0.0105502944894513,0.0112162469660193
2025-04-30,-0.0780510556741348,0.0105765839351019,0.0042042757578513,0.0101542356195207
2025-07-31,0.1383231766258805,0.0112236228789235,0.0058288740001621,0.0105765839351019
2025-11-30,0.0804020096631989,0.0125613649471614,0.0089828630315145,0.0112236228789235
2026-02-28,0.0043494887265471,0.0166304128450653,0.00737395520253,0.0125613649471614
