date,sp_quarterly_return,tbill_quarterly_return,top1_quarterly_growth,mid_quarterly_growth,bot_quarterly_growth,sp_1q_lag,sp_2q_lag,top1_1q_lag,mid_1q_lag,bot_1q_lag,news_sentiment_lag1,news_sentiment_std_lag1
2009-01-01,-0.116667594666828,0.0005295081967213,-0.0640695933524524,-0.0288813306647798,0.0101242521859179,-0.2255821432970853,-0.2943359375000001,-0.0640695933524524,-0.0288813306647798,0.0101242521859179,-0.4015471954708514,0.0296338936785754
2009-04-01,0.1522177960698889,0.0004257936507936,-0.0389208509780261,-0.0202901506897638,0.0045558086560364,-0.116667594666828,-0.3159316119056548,-0.0389208509780261,-0.0202901506897638,0.0045558086560364,-0.34178243610594,0.0314039677307924
2009-07-01,0.1498498320856021,0.000399609375,0.0167292875347522,9.804085869169477e-05,0.0040816326530612,0.1522177960698889,0.0177913172701011,0.0167292875347522,9.804085869169477e-05,0.0040816326530612,-0.2879878315296802,0.0436220914009028
2009-10-01,0.0548870680963402,0.0001512096774193,0.0509367931565136,0.0108082725491382,0.0058717253839204,0.1498498320856021,0.3248774393370044,0.0509367931565136,0.0108082725491382,0.0058717253839204,-0.2237950621739677,0.0767242636088522
2010-01-01,0.0487221588328452,0.0002745901639344,0.0019950908621397,0.0012319436608523,0.0044903457566232,0.0548870680963402,0.2129617181198499,0.0019950908621397,0.0012319436608523,0.0044903457566232,-0.0005545186223057,0.0691984169975468
2010-04-01,-0.1186219666009427,0.000370703125,0.025673491400703,0.0119327878116559,0.0040232454179705,0.0487221588328452,0.1062834433788446,0.025673491400703,0.0119327878116559,0.0040232454179705,-0.0495239892819275,0.0657506902671628
2010-07-01,0.1071979455150282,0.000387109375,-0.0167876918766919,-0.0120927773457757,0.0031166518254674,-0.1186219666009427,-0.075679326065893,-0.0167876918766919,-0.0120927773457757,0.0031166518254674,-0.174053704256069,0.0788776392159686
2010-10-01,0.1020330077625684,0.0003487903225806,0.0466939768406655,0.0164274404943149,0.006213936972925,0.1071979455150282,-0.0241400521984878,0.0466939768406655,0.0164274404943149,0.006213936972925,-0.1512986148667076,0.0442569164452248
2011-01-01,0.0542205564485891,0.0003169354838709,0.0392913512777151,0.0178342010532381,0.0039700044111159,0.1020330077625684,0.2201686820844628,0.0392913512777151,0.0178342010532381,0.0039700044111159,-0.0995396990784565,0.0438253130976335
2011-04-01,-0.0039144849477483,0.0001130952380952,0.0281513830994479,0.0091480788653706,0.0048330404217926,0.0542205564485891,0.1617858506681673,0.0281513830994479,0.0091480788653706,0.0048330404217926,-0.0470777930640098,0.0541244610961187
2011-07-01,-0.1432789924614669,6.25e-05,0.0085025818991451,0.0049779857721783,0.0056843025797987,-0.0039144849477483,0.0500938259487642,0.0085025818991451,0.0049779857721783,0.0056843025797987,-0.1609539069480948,0.0599275356947625
2011-10-01,0.1115235073975089,3.688524590163935e-05,-0.043417919228333,-0.0120185296935397,0.0047826086956521,-0.1432789924614669,-0.1466326139498963,-0.043417919228333,-0.0120185296935397,0.0047826086956521,-0.3478546236520228,0.0627606933093315
2012-01-01,0.1199666014997293,0.0001766129032258,0.0316048427109239,0.0153333453382198,0.0047598442232799,0.1115235073975089,-0.047734460839642,0.0316048427109239,0.0153333453382198,0.0047598442232799,-0.2268620218433763,0.0659874977930181
2012-04-01,-0.0328796051649713,0.000220703125,0.0444468388752161,0.0175103627711881,0.0060292850990526,0.1199666014997293,0.2448692050670473,0.0444468388752161,0.0175103627711881,0.0060292850990526,-0.105208343466754,0.0850102505039419
2012-07-01,0.0576364067331522,0.0002539682539682,-0.0003272072460357,0.0019394347655179,0.0042808219178083,-0.0328796051649713,0.0831425418444635,-0.0003272072460357,0.0019394347655179,0.0042808219178083,-0.124402173981902,0.109958098789912
2012-10-01,-0.0100509499728392,0.0002241803278688,0.0361060558939281,0.0222558274048012,0.0046888320545608,0.0576364067331522,0.0228617392716672,0.0361060558939281,0.0222558274048012,0.0046888320545608,-0.1557932790804087,0.0924501389638859
2013-01-01,0.1002671494506539,0.0002158333333333,0.0132093873414196,0.013493065559395,0.0063640220619431,-0.0100509499728392,0.0470061561196237,0.0132093873414196,0.013493065559395,0.0063640220619431,-0.005775495655183,0.0277482889307365
2013-04-01,0.0236364552893999,0.00012890625,0.0476795307348085,0.0338354415667387,0.003372681281619,0.1002671494506539,0.0892084193747668,0.0476795307348085,0.0338354415667387,0.003372681281619,-0.059373347647003,0.0376678116303107
2013-07-01,0.0468598364907757,8.046875e-05,0.0089257302304757,0.0164883127202823,0.0067226890756302,0.0236364552893999,0.1262735647350399,0.0089257302304757,0.0164883127202823,0.0067226890756302,0.0214499757283112,0.0336928856379793
2013-10-01,0.0992001020960913,0.0001504032258064,0.0345791461549664,0.0304693859795439,0.0041736227045074,0.0468598364907757,0.0716038922102584,0.0345791461549664,0.0304693859795439,0.0041736227045074,0.0588586165154676,0.0627657190831641
2014-01-01,0.012973652675233,0.0001233606557377,0.0327822172892187,0.0219545324788175,0.0049875311720699,0.0992001020960913,0.1507084391509581,0.0327822172892187,0.0219545324788175,0.0049875311720699,-0.0765132678561317,0.1572239873313861
2014-04-01,0.0469412693489832,8.253968253968255e-05,0.0305533720442703,0.0127654039862321,0.0053763440860215,0.012973652675233,0.1134607424412668,0.0305533720442703,0.0127654039862321,0.0053763440860215,0.0965814850810501,0.0425687670215202
2014-07-01,0.006152369218874,6.6015625e-05,0.036139097384839,0.01440438480428,0.0061703002879474,0.0469412693489832,0.0605239217488846,0.036139097384839,0.01440438480428,0.0061703002879474,0.0507663253571321,0.033455641996537
2014-10-01,0.0439133502506654,5.645161290322581e-05,0.0067566385395985,0.0065361329546822,0.0040883074407194,0.006152369218874,0.0533824385884948,0.0067566385395985,0.0065361329546822,0.0040883074407194,0.0492980371320458,0.0372618427869121
2015-01-01,0.0043664047116331,6.147540983606557e-05,0.0255003445279673,0.0095593091480239,0.0028501628664494,0.0439133502506654,0.0503358906139193,0.0255003445279673,0.0095593091480239,0.0028501628664494,0.133662652009187,0.0685902889233011
2015-04-01,-0.0023114311711688,4.5703125e-05,0.0218408246163146,0.0138326218646223,0.0089321965083233,0.0043664047116331,0.0484714984217367,0.0218408246163146,0.0138326218646223,0.0089321965083233,0.1637341481943925,0.0449099516035606
2015-07-01,-0.0693516442046795,0.000105078125,0.0115328407167611,0.0043149777116522,0.0048289738430582,-0.0023114311711688,0.0020448808965078,0.0115328407167611,0.0043149777116522,0.0048289738430582,0.1069414516562943,0.0480215490390334
2015-10-01,0.064535403206559,0.0003104838709677,-0.0190003866970057,-0.0036612508970681,0.0056067280736884,-0.0693516442046795,-0.0715027738236618,-0.0190003866970057,-0.0036612508970681,0.0056067280736884,0.0434444537740605,0.0463192953074258
2016-01-01,0.0077301923153643,0.0007200819672131,0.0192354382342385,0.0152677324935395,0.0055754679410593,0.064535403206559,-0.0092918773199073,0.0192354382342385,0.0152677324935395,0.0055754679410593,0.0809623982166395,0.0660036069324914
2016-04-01,0.0189927453819298,0.00064375,0.0138865637786245,0.0111658766945255,0.0079207920792079,0.0077301923153643,0.0727644665998596,0.0138865637786245,0.0111658766945255,0.0079207920792079,0.0004198541102376,0.0672022685788771
2016-07-01,0.0330702898511108,0.0007390625,0.0238616564895184,0.0122209333273801,0.0066797642436149,0.0189927453819298,0.0268697552716932,0.0238616564895184,0.0122209333273801,0.0066797642436149,0.0224808976828161,0.057842285778321
2016-10-01,0.0325420994424874,0.0010680327868852,0.0190583429226902,0.0164879224906866,0.005854800936768,0.0330702898511108,0.0526911308278894,0.0190583429226902,0.0164879224906866,0.005854800936768,0.0763016772841143,0.0809255036907971
2017-01-01,0.0553368894712553,0.001495564516129,0.0018456168696472,0.0118843698612147,0.0062087698874659,0.0325420994424874,0.0666885659545248,0.0018456168696472,0.0118843698612147,0.0062087698874659,0.1952040826739824,0.1026721062058191
2017-04-01,0.0256864724380305,0.0022361111111111,0.026338087272602,0.0228961004931156,0.006941766293868,0.0553368894712553,0.0896797674737543,0.026338087272602,0.0228961004931156,0.006941766293868,0.2973879170086648,0.0302495277403996
2017-07-01,0.0395930522661696,0.0025896825396825,0.0228670242881792,0.0151481560367059,0.0057449253159709,0.0256864724380305,0.0824447713954956,0.0228670242881792,0.0151481560367059,0.0057449253159709,0.1676562771528632,0.0514474964737045
2017-10-01,0.0612258642762459,0.0030173387096774,0.0157728329220943,0.0176062920555903,0.0087585681645085,0.0395930522661696,0.0662965305499727,0.0157728329220943,0.0176062920555903,0.0087585681645085,0.0872615321701311,0.0499002577703151
2018-01-01,-0.012245611334087,0.0038975409836065,0.0295178011727195,0.0203182684702958,0.005285013212533,0.0612258642762459,0.1032430353867464,0.0295178011727195,0.0203182684702958,0.005285013212533,0.2199682696196048,0.0626049327149423
2018-04-01,0.0293463883345148,0.0046015625,0.0042038716074108,0.0154923286982142,0.0082613593691327,-0.012245611334087,0.0482305048046385,0.0042038716074108,0.0154923286982142,0.0082613593691327,0.1766049491862456,0.0601752695076571
2018-07-01,0.071958510007325,0.0050904761904761,0.0110204236630508,0.0094890812866543,0.006703910614525,0.0293463883345148,0.0167414125348241,0.0110204236630508,0.0094890812866543,0.006703910614525,-0.0040956610330165,0.0561325679165526
2018-10-01,-0.1397160878047653,0.0057770491803278,0.0226253923565995,0.0161825570377704,0.0107288198298187,0.071958510007325,0.1034166207204878,0.0226253923565995,0.0161825570377704,0.0107288198298187,-0.0538914365612942,0.0586746731836981
