news_sentiment_mean,news_sentiment_std,news_sentiment_count,date,news_sentiment_lag1,news_sentiment_std_lag1
-0.22217329121802165,0.035646855064444864,92,1990-10-01,-0.13328072820149828,0.1357758985426002
-0.2603091441094875,0.06359145988070995,90,1991-01-01,-0.22217329121802165,0.035646855064444864
-0.09293166685153495,0.060066041352071754,91,1991-04-01,-0.2603091441094875,0.06359145988070995
-0.02796357244907362,0.024677954005789093,92,1991-07-01,-0.09293166685153495,0.060066041352071754
-0.09327741099885949,0.045323864497065255,92,1991-10-01,-0.02796357244907362,0.024677954005789093
0.050035629682447555,0.05700202997699709,91,1992-01-01,-0.09327741099885949,0.045323864497065255
0.021624228933693042,0.03197448273081568,91,1992-04-01,0.050035629682447555,0.05700202997699709
-0.012655586664945788,0.04209356588726167,92,1992-07-01,0.021624228933693042,0.03197448273081568
0.06009795174189924,0.11697554573379208,92,1992-10-01,-0.012655586664945788,0.04209356588726167
0.2233872138791614,0.02668115025113502,90,1993-01-01,0.06009795174189924,0.11697554573379208
0.11986921220035343,0.037157282016890475,91,1993-04-01,0.2233872138791614,0.02668115025113502
0.14519276154106078,0.054704418226255776,92,1993-07-01,0.11986921220035343,0.037157282016890475
0.30723958802611934,0.06520093763807204,92,1993-10-01,0.14519276154106078,0.054704418226255776
0.2702443169222938,0.09278780959524847,90,1994-01-01,0.30723958802611934,0.06520093763807204
0.1384659274839438,0.03264047140681308,91,1994-04-01,0.2702443169222938,0.09278780959524847
0.20650735173536383,0.04620517918320237,92,1994-07-01,0.1384659274839438,0.03264047140681308
0.20717840868493784,0.03722211555464487,92,1994-10-01,0.20650735173536383,0.04620517918320237
0.08716970758202175,0.07974312143890946,90,1995-01-01,0.20717840868493784,0.03722211555464487
0.019043377280787945,0.05123144813241258,91,1995-04-01,0.08716970758202175,0.07974312143890946
0.12230294834792046,0.07808467127392073,92,1995-07-01,0.019043377280787945,0.05123144813241258
0.15088604430101163,0.07064300693255644,92,1995-10-01,0.12230294834792046,0.07808467127392073
0.06200044388162576,0.04195741012038363,91,1996-01-01,0.15088604430101163,0.07064300693255644
0.10366776573297741,0.038353882161287114,91,1996-04-01,0.06200044388162576,0.04195741012038363
0.1554196621088878,0.05140053879734074,92,1996-07-01,0.10366776573297741,0.038353882161287114
0.2735447488401247,0.04551517463078939,92,1996-10-01,0.1554196621088878,0.05140053879734074
0.2981327411201265,0.05479517541931535,90,1997-01-01,0.2735447488401247,0.04551517463078939
0.2534054905012414,0.05873349778742736,91,1997-04-01,0.2981327411201265,0.05479517541931535
0.35698731227413466,0.06531265170456468,92,1997-07-01,0.2534054905012414,0.05873349778742736
0.2184628066809281,0.050971275529463414,92,1997-10-01,0.35698731227413466,0.06531265170456468
0.20506203629904324,0.054515809649868296,90,1998-01-01,0.2184628066809281,0.050971275529463414
0.14102922787807964,0.0986090458043215,91,1998-04-01,0.20506203629904324,0.054515809649868296
0.0031035489848126535,0.07248548506058083,92,1998-07-01,0.14102922787807964,0.0986090458043215
-0.00040940487467552253,0.07109966533360336,92,1998-10-01,0.0031035489848126535,0.07248548506058083
0.2373686814473735,0.044471138070897615,90,1999-01-01,-0.00040940487467552253,0.07109966533360336
0.1984984176335754,0.03288389275404388,91,1999-04-01,0.2373686814473735,0.044471138070897615
0.1765298119381718,0.04348878768875301,92,1999-07-01,0.1984984176335754,0.03288389275404388
0.18495157450113608,0.06581876108629378,92,1999-10-01,0.1765298119381718,0.04348878768875301
0.2758217275470168,0.03242080844378929,91,2000-01-01,0.18495157450113608,0.06581876108629378
0.22269329944482216,0.04515167854926773,91,2000-04-01,0.2758217275470168,0.03242080844378929
0.27079223242142925,0.034635822251019,92,2000-07-01,0.22269329944482216,0.04515167854926773
0.20699949667829534,0.0406760822013804,92,2000-10-01,0.27079223242142925,0.034635822251019
0.11702568724544513,0.057771202533827976,90,2001-01-01,0.20699949667829534,0.0406760822013804
0.13778610208204814,0.04287879235213311,91,2001-04-01,0.11702568724544513,0.057771202533827976
0.004058270431731058,0.11157786611363771,92,2001-07-01,0.13778610208204814,0.04287879235213311
-0.22276835111172302,0.07388278884837177,92,2001-10-01,0.004058270431731058,0.11157786611363771
-0.0740765766085436,0.034075176426988395,90,2002-01-01,-0.22276835111172302,0.07388278884837177
-0.07046377987365474,0.023043880533420408,91,2002-04-01,-0.0740765766085436,0.034075176426988395
-0.118904207792619,0.03785116572962554,92,2002-07-01,-0.07046377987365474,0.023043880533420408
-0.08949876418489072,0.06267796691653216,92,2002-10-01,-0.118904207792619,0.03785116572962554
-0.09745147625605265,0.06252191088351107,90,2003-01-01,-0.08949876418489072,0.06267796691653216
-0.0863833646443519,0.07784071076697062,91,2003-04-01,-0.09745147625605265,0.06252191088351107
0.10579763899769877,0.06010922149941018,92,2003-07-01,-0.0863833646443519,0.07784071076697062
0.24738598793097163,0.06048132225558458,92,2003-10-01,0.10579763899769877,0.06010922149941018
0.2143063112110882,0.05269380010148891,91,2004-01-01,0.24738598793097163,0.06048132225558458
0.27719267842533823,0.07580123619423154,91,2004-04-01,0.2143063112110882,0.05269380010148891
0.24170780748776768,0.05568324238339189,92,2004-07-01,0.27719267842533823,0.07580123619423154
0.22750867579294287,0.05618942021241669,92,2004-10-01,0.24170780748776768,0.05568324238339189
0.32426908281114364,0.045664238361948814,90,2005-01-01,0.22750867579294287,0.05618942021241669
0.21456637798429845,0.024812219635847687,91,2005-04-01,0.32426908281114364,0.045664238361948814
0.242465621508334,0.10565638601375328,92,2005-07-01,0.21456637798429845,0.024812219635847687
0.238112342827346,0.10338163801446887,92,2005-10-01,0.242465621508334,0.10565638601375328
0.33429462280538347,0.055275465219427215,90,2006-01-01,0.238112342827346,0.10338163801446887
0.27581696343290935,0.030903577308712713,91,2006-04-01,0.33429462280538347,0.055275465219427215
0.1976636761556501,0.033455064659041744,92,2006-07-01,0.27581696343290935,0.030903577308712713
0.25240524226556654,0.04082853357318629,92,2006-10-01,0.1976636761556501,0.033455064659041744
0.25409277685814435,0.07863670114417431,90,2007-01-01,0.25240524226556654,0.04082853357318629
0.12141638232783956,0.027854757062172157,91,2007-04-01,0.25409277685814435,0.07863670114417431
-0.00842086173867321,0.10206870964332983,92,2007-07-01,0.12141638232783956,0.027854757062172157
-0.0704779326510818,0.033311786781829694,92,2007-10-01,-0.00842086173867321,0.10206870964332983
-0.19192764433203163,0.037440575936568875,91,2008-01-01,-0.0704779326510818,0.033311786781829694
-0.23677363058367928,0.026873211266345353,91,2008-04-01,-0.19192764433203163,0.037440575936568875
-0.31268381975267245,0.03341369898476005,92,2008-07-01,-0.23677363058367928,0.026873211266345353
-0.4015471954708514,0.029633893678575454,92,2008-10-01,-0.31268381975267245,0.03341369898476005
-0.34178243610594006,0.031403967730792445,90,2009-01-01,-0.4015471954708514,0.029633893678575454
-0.2879878315296802,0.043622091400902833,91,2009-04-01,-0.34178243610594006,0.031403967730792445
-0.22379506217396777,0.07672426360885223,92,2009-07-01,-0.2879878315296802,0.043622091400902833
-0.0005545186223057301,0.06919841699754688,92,2009-10-01,-0.22379506217396777,0.07672426360885223
-0.04952398928192755,0.06575069026716289,90,2010-01-01,-0.0005545186223057301,0.06919841699754688
-0.17405370425606903,0.07887763921596869,91,2010-04-01,-0.04952398928192755,0.06575069026716289
-0.15129861486670765,0.044256916445224864,92,2010-07-01,-0.17405370425606903,0.07887763921596869
-0.09953969907845654,0.04382531309763352,92,2010-10-01,-0.15129861486670765,0.044256916445224864
-0.04707779306400981,0.0541244610961187,90,2011-01-01,-0.09953969907845654,0.04382531309763352
-0.16095390694809483,0.059927535694762536,91,2011-04-01,-0.04707779306400981,0.0541244610961187
-0.3478546236520228,0.0627606933093315,92,2011-07-01,-0.16095390694809483,0.059927535694762536
-0.22686202184337637,0.06598749779301812,92,2011-10-01,-0.3478546236520228,0.0627606933093315
-0.10520834346675406,0.08501025050394195,91,2012-01-01,-0.22686202184337637,0.06598749779301812
-0.12440217398190205,0.10995809878991206,91,2012-04-01,-0.10520834346675406,0.08501025050394195
-0.15579327908040874,0.09245013896388594,92,2012-07-01,-0.12440217398190205,0.10995809878991206
-0.005775495655183002,0.027748288930736522,92,2012-10-01,-0.15579327908040874,0.09245013896388594
-0.059373347647003055,0.037667811630310744,90,2013-01-01,-0.005775495655183002,0.027748288930736522
0.021449975728311265,0.0336928856379793,91,2013-04-01,-0.059373347647003055,0.037667811630310744
0.05885861651546767,0.06276571908316411,92,2013-07-01,0.021449975728311265,0.0336928856379793
-0.07651326785613176,0.15722398733138615,92,2013-10-01,0.05885861651546767,0.06276571908316411
0.09658148508105013,0.04256876702152023,90,2014-01-01,-0.07651326785613176,0.15722398733138615
0.05076632535713213,0.033455641996537035,91,2014-04-01,0.09658148508105013,0.04256876702152023
0.04929803713204582,0.03726184278691215,92,2014-07-01,0.05076632535713213,0.033455641996537035
0.13366265200918703,0.0685902889233011,92,2014-10-01,0.04929803713204582,0.03726184278691215
0.16373414819439253,0.04490995160356069,90,2015-01-01,0.13366265200918703,0.0685902889233011
0.10694145165629439,0.04802154903903342,91,2015-04-01,0.16373414819439253,0.04490995160356069
0.04344445377406057,0.046319295307425894,92,2015-07-01,0.10694145165629439,0.04802154903903342
0.08096239821663956,0.06600360693249148,92,2015-10-01,0.04344445377406057,0.046319295307425894
0.00041985411023763314,0.06720226857887711,91,2016-01-01,0.08096239821663956,0.06600360693249148
0.022480897682816157,0.05784228577832102,91,2016-04-01,0.00041985411023763314,0.06720226857887711
0.07630167728411438,0.0809255036907971,92,2016-07-01,0.022480897682816157,0.05784228577832102
0.19520408267398243,0.10267210620581914,92,2016-10-01,0.07630167728411438,0.0809255036907971
0.29738791700866485,0.030249527740399663,90,2017-01-01,0.19520408267398243,0.10267210620581914
0.1676562771528632,0.05144749647370451,91,2017-04-01,0.29738791700866485,0.030249527740399663
0.08726153217013115,0.049900257770315176,92,2017-07-01,0.1676562771528632,0.05144749647370451
0.2199682696196048,0.06260493271494236,92,2017-10-01,0.08726153217013115,0.049900257770315176
0.1766049491862456,0.060175269507657114,90,2018-01-01,0.2199682696196048,0.06260493271494236
-0.004095661033016558,0.05613256791655267,91,2018-04-01,0.1766049491862456,0.060175269507657114
-0.05389143656129423,0.05867467318369819,92,2018-07-01,-0.004095661033016558,0.05613256791655267
0.030289188956173704,0.044871254574056725,92,2018-10-01,-0.05389143656129423,0.05867467318369819
-0.000177991620471908,0.08447356735963035,90,2019-01-01,0.030289188956173704,0.044871254574056725
0.0017603705560399609,0.14156050948762253,91,2019-04-01,-0.000177991620471908,0.08447356735963035
-0.1646410096436739,0.07155897021569224,92,2019-07-01,0.0017603705560399609,0.14156050948762253
-0.05255215766120945,0.12603973141588337,92,2019-10-01,-0.1646410096436739,0.07155897021569224
-0.08806899690215098,0.2287940461323975,91,2020-01-01,-0.05255215766120945,0.12603973141588337
-0.6145929805525057,0.02712565340843048,91,2020-04-01,-0.08806899690215098,0.2287940461323975
-0.37558266828241554,0.08528770048750535,92,2020-07-01,-0.6145929805525057,0.02712565340843048
-0.16032790408834166,0.04060349977747651,92,2020-10-01,-0.37558266828241554,0.08528770048750535
-0.021429887015579477,0.0603000132881069,90,2021-01-01,-0.16032790408834166,0.04060349977747651
0.10270084338365021,0.031189835759225598,91,2021-04-01,-0.021429887015579477,0.0603000132881069
0.029676719520585208,0.062242179457235244,92,2021-07-01,0.10270084338365021,0.031189835759225598
-0.0258431522891877,0.09123147563983527,92,2021-10-01,0.029676719520585208,0.062242179457235244
-0.07405607402324677,0.09195876334506257,90,2022-01-01,-0.0258431522891877,0.09123147563983527
-0.0909056607173285,0.04893571495513505,91,2022-04-01,-0.07405607402324677,0.09195876334506257
-0.13727932874842183,0.057278943725821235,92,2022-07-01,-0.0909056607173285,0.04893571495513505
-0.16056161219982998,0.05606077960718942,92,2022-10-01,-0.13727932874842183,0.057278943725821235
-0.09299951339748481,0.09794128635773539,90,2023-01-01,-0.16056161219982998,0.05606077960718942
-0.2842002234288624,0.07807468886599707,91,2023-04-01,-0.09299951339748481,0.09794128635773539
-0.03757151645486769,0.03481122330523214,92,2023-07-01,-0.2842002234288624,0.07807468886599707
-0.017427021964338787,0.05833662373429127,57,2023-10-01,-0.03757151645486769,0.03481122330523214
