date,sp_return,m2_growth,m2_growth_lagged
2020-04-30,-0.09706654616768584,0.1319967672132858,0.1319967672132858
2020-07-31,0.12315839143461149,0.045480193459235485,0.045480193459235485
2020-10-31,-0.00035466635538827784,0.028929556832012482,0.028929556832012482
2021-01-31,0.13586711599046608,0.03357026633553151,0.03357026633553151
2021-04-30,0.12571345224549169,0.04414719529372779,0.04414719529372779
2021-07-31,0.05120333489197049,0.019501163027143775,0.019501163027143775
2021-10-31,0.047806074815152755,0.024698264748663545,0.024698264748663545
2022-01-31,-0.01950546543624998,0.02316296204863333,0.02316296204863333
2022-04-30,-0.08495524255053555,0.004106404599173219,0.004106404599173219
2022-07-31,-0.00039694202200302175,-0.0038215912976774513,-0.0038215912976774513
2022-10-31,-0.06254041632688379,-0.008066798098109729,-0.008066798098109729
2023-01-31,0.052846377878928985,-0.011578967058867518,-0.011578967058867518
2023-04-30,0.022783663000425003,-0.020661430734292274,-0.020661430734292274
2023-07-31,0.10060726575825663,0.0010725000362330483,0.0010725000362330483
2023-10-31,-0.08611104904242195,-0.005902082378206219,-0.005902082378206219
2024-01-31,0.15543185846106988,0.007917783214882013,0.007917783214882013
2024-04-30,0.039218689524098904,0.005269165747532778,0.005269165747532778
2024-07-31,0.0966322130518944,0.005476314818629868,0.005476314818629868
2024-10-31,0.03316560076465547,0.011236062136662506,0.011236062136662506
2025-01-31,0.05872973707123852,0.012048930816424663,0.012048930816424663
2025-04-30,-0.07805105567413484,0.010513327901292113,0.010513327901292113
2025-07-31,0.13832317662588056,0.008307492408988537,0.008307492408988537
2025-10-31,0.07899972202262462,0.009751594801586716,0.009751594801586716
2026-01-31,0.014448347566124786,0.013037968955061707,0.013037968955061707
