week_ahead,baseline_6pct,low_growth_3pct,high_growth_10pct,stagflation_13pct,covid_surge,qt_contraction,accelerating_5_to_12,decelerating_10_to_2,hyperinflation_warn_40,deflation_warn_n10
15,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00023089363416433918,0.0013033092721359738,0.001405809156258821,0.006470619935023325,-0.0020261637626505053
16,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00024628654310862846,0.0013276450644201258,0.001377337228465403,0.006470619935023325,-0.0020261637626505053
17,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00026167945205291774,0.0013519808567042779,0.0013488653006719846,0.006470619935023325,-0.0020261637626505053
18,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.000277072360997207,0.0013763166489884299,0.0013203933728785666,0.006470619935023325,-0.0020261637626505053
19,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0002924652699414963,0.001400652441272582,0.0012919214450851481,0.006470619935023325,-0.0020261637626505053
20,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00030785817888578557,0.0014249882335567341,0.0012634495172917299,0.006470619935023325,-0.0020261637626505053
21,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00032325108783007485,0.001449324025840886,0.0012349775894983117,0.006470619935023325,-0.0020261637626505053
22,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00033864399677436413,0.0014736598181250382,0.0012065056617048934,0.006470619935023325,-0.0020261637626505053
23,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0003540369057186534,0.00149799561040919,0.0011780337339114752,0.006470619935023325,-0.0020261637626505053
24,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0003694298146629427,0.0015223314026933422,0.001149561806118057,0.006470619935023325,-0.0020261637626505053
25,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00038482272360723196,0.0015466671949774943,0.0011210898783246387,0.006470619935023325,-0.0020261637626505053
26,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00040021563255152124,0.0015710029872616463,0.0010926179505312203,0.006470619935023325,-0.0020261637626505053
27,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0004156085414958105,0.0015953387795457983,0.0010641460227378023,0.006470619935023325,-0.0020261637626505053
28,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0004310014504400998,0.0016196745718299503,0.0010356740949443838,0.006470619935023325,-0.0020261637626505053
29,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0004463943593843891,0.0016440103641141024,0.0010072021671509658,0.006470619935023325,-0.0020261637626505053
30,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00046178726832867836,0.0016683461563982544,0.0009787302393575474,0.006470619935023325,-0.0020261637626505053
31,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.00047718017727296764,0.0016926819486824066,0.0009502583115641291,0.006470619935023325,-0.0020261637626505053
32,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0004925730862172569,0.0017170177409665584,0.0009217863837707109,0.006470619935023325,-0.0020261637626505053
33,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0005079659951615462,0.0017413535332507107,0.0008933144559772927,0.006470619935023325,-0.0020261637626505053
34,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0005233589041058355,0.0017656893255348625,0.0008648425281838745,0.006470619935023325,-0.0020261637626505053
35,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0005387518130501247,0.0017900251178190147,0.0008363706003904562,0.006470619935023325,-0.0020261637626505053
36,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.000554144721994414,0.0018143609101031668,0.000807898672597038,0.006470619935023325,-0.0020261637626505053
37,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0005695376309387034,0.0018386967023873188,0.0007794267448036198,0.006470619935023325,-0.0020261637626505053
38,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0005849305398829926,0.0018630324946714708,0.0007509548170102013,0.006470619935023325,-0.0020261637626505053
39,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0006003234488272818,0.0018873682869556228,0.0007224828892167831,0.006470619935023325,-0.0020261637626505053
40,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0006157163577715711,0.001911704079239775,0.0006940109614233649,0.006470619935023325,-0.0020261637626505053
41,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0006311092667158605,0.0019360398715239269,0.0006655390336299466,0.006470619935023325,-0.0020261637626505053
42,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0006465021756601497,0.001960375663808079,0.0006370671058365284,0.006470619935023325,-0.0020261637626505053
43,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0006618950846044389,0.001984711456092231,0.0006085951780431102,0.006470619935023325,-0.0020261637626505053
44,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0006772879935487283,0.002009047248376383,0.0005801232502496919,0.006470619935023325,-0.0020261637626505053
45,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0006926809024930176,0.002033383040660535,0.0005516513224562737,0.006470619935023325,-0.0020261637626505053
46,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0007080738114373068,0.0020577188329446872,0.0005231793946628555,0.006470619935023325,-0.0020261637626505053
47,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.000723466720381596,0.002082054625228839,0.0004947074668694373,0.006470619935023325,-0.0020261637626505053
48,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0007388596293258854,0.0021063904175129913,0.000466235539076019,0.006470619935023325,-0.0020261637626505053
49,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0007542525382701747,0.0021307262097971435,0.0004377636112826006,0.006470619935023325,-0.0020261637626505053
50,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0007696454472144639,0.0021550620020812953,0.00040929168348918235,0.006470619935023325,-0.0020261637626505053
51,0.0011205559254610735,0.0005684385046450852,0.001832888073160095,0.0023503390908509443,0.001832888073160095,-0.0007850383561587532,0.0021793977943654476,0.000380819755695764,0.006470619935023325,-0.0020261637626505053
