date,ndx_return,sp_return,m2_growth,vix,sentiment,ndx_1m,ndx_3m,sp_1m,m2_3m,tbill,metabolism
1990-05-31,0.1473896027755032,0.0919891907988945,-0.0052342892963485,21.40349998474121,-0.0348814198514446,-0.0343897425889693,0.0191888677485994,-0.0268871406212716,0.0027170478958675,0.006599999999999999,0.006599999999999999
1990-06-30,0.0097819728015551,-0.0088863656812216,0.0064276261894258,18.09772725538774,0.0555879465925196,0.1473896027755032,0.1358006951018413,0.0919891907988945,0.0030145073164604,0.0063999999999999994,0.0064276261894258
1990-07-31,-0.063218199205706,-0.0052231584117391,0.0045707845469915,16.822380837940035,0.034517335919513,0.0097819728015551,0.1187689222546652,-0.0088863656812216,0.0057357780912081,0.00645,0.00645
1990-08-31,-0.1332676309767121,-0.0943141847916291,0.0060147095487408,18.39285727909633,-0.1903587190374251,-0.063218199205706,0.0853678879431136,-0.0052231584117391,0.0171088285336189,0.006183333333333333,0.006183333333333333
1990-09-30,-0.0855306270048759,-0.0511843064564319,0.0007124934171804,28.175217255302098,-0.2575422768791516,-0.1332676309767121,-0.1801185242543999,-0.0943141847916291,0.0113330411370611,0.0061583333333333325,0.0061583333333333325
1990-10-31,-0.0254158322902551,-0.0066982123010423,0.0018883110450718,29.10736836885151,-0.2210590993204424,-0.0855306270048759,-0.2575065516615833,-0.0511843064564319,0.0086325105958613,0.005941666666666667,0.005941666666666667
1990-11-30,0.1160500130697408,0.0599342145417864,0.0076625984860188,29.625652479088824,-0.2142525146404902,-0.0254158322902551,-0.2275443878550187,-0.0066982123010423,0.0102846875871256,0.005874999999999999,0.0076625984860188
1990-12-31,0.0412815290926027,0.024827757338752,0.0092907736178824,24.88571439470564,-0.2412531712362843,0.1160500130697408,-0.0053456789646705,0.0599342145417864,0.0189450222882614,0.005874999999999999,0.0092907736178824
1991-01-31,0.1590535304773255,0.0415177499981747,-0.0075039494470773,23.363000106811523,-0.302165346280221,0.0412815290926027,0.1325859595865925,0.024827757338752,0.0093928626602812,0.005383333333333334,0.005383333333333334
1991-02-28,0.0761105828079389,0.0672811768127803,0.0070709235054637,27.429091106761582,-0.2941025075103555,0.1590535304773255,0.3469619131129293,0.0415177499981747,0.0088001717106676,0.005,0.0070709235054637
1991-03-31,0.0591327707706728,0.022202832522042,0.0091185410334346,21.59842109680176,-0.19736931521085,0.0761105828079389,0.2987589734918754,0.0672811768127803,0.0086280228460322,0.005075,0.0091185410334346
1991-04-30,-0.004718672753478,0.0003197993624997,-0.001867469879518,17.918499851226805,-0.1273927514751752,0.0591327707706728,0.3210242875972442,0.022202832522042,0.0143561174201842,0.0048,0.0048
1991-05-31,0.0582010631004508,0.0386049724936075,0.0013277807954612,17.37272735075517,-0.1362936172273851,-0.004718672753478,0.1343659043454315,0.0003197993624997,0.0085714285714284,0.0046166666666666665,0.0046166666666666665
1991-06-30,-0.0889067837841621,-0.0478926289747986,0.0037068290036768,16.932272737676445,-0.0161898870331545,0.0582010631004508,0.1154868515380833,0.0386049724936075,0.0031626506024096,0.004666666666666666,0.004666666666666666
1991-07-31,0.0706543832002595,0.0448593429577663,0.0005704849121754,17.13499994277954,-0.0261112128557156,-0.0889067837841621,-0.0404295558952477,-0.0478926289747986,0.0056128915444506,0.0046500000000000005,0.0046500000000000005
